sense_type,source_id,target_id
antonym,03055501,06653201
antonym,03055501,09284001
synonym,03055501,04153501
synonym,03055501,05223502
synonym,03055501,05134001
synonym,03055501,06515601
synonym,03055501,06688601
varword,03055501,04075501
synonym,03055502,04153503
synonym,03055502,06515602
synonym,03055502,06688602
varword,03055502,04075502
synonym,03055602,04036402
synonym,03055602,07023504
synonym,03055602,07050603
varword,03055701,06591901
synonym,03055901,06020808
nearsynonym,03055903,pwn_00755606V
synonym,03055903,06675604
antonym,03056001,04081702
synonym,03056001,06727301
synonym,03056001,06727501
synonym,03056001,04046201
synonym,03056001,05081201
synonym,03056001,05173501
synonym,03056001,06701607
synonym,03056001,07085408
synonym,03056001,05100805
varword,03056002,06513401
hyponym,03056003,05055701
synonym,03056004,06515407
synonym,03056005,06576202
hypernym,03056204,06667101
hypernym,03056205,06667101
hypernym,03056206,06667101
synonym,03056206,03056303
hypernym,03056207,06667101
hypernym,03056208,06667101
hypernym,03056209,06667101
hypernym,03056210,06667101
hypernym,03056211,06667101
hypernym,03056212,06667101
hypernym,03056213,06667101
hypernym,03056214,06667101
hypernym,03056302,06667101
hypernym,03056303,06667101
antonym,03056401,03056801
antonym,03056401,06551010
antonym,03056401,06576006
synonym,03056401,04084701
synonym,03056401,04143910
synonym,03056401,06521506
varword,03056401,04084801
varword,03056401,04143905
antonym,03056402,05195608
antonym,03056402,06551011
antonym,03056402,06627509
antonym,03056402,09288803
synonym,03056402,04084702
synonym,03056402,04143911
synonym,03056402,05096701
synonym,03056402,06630510
synonym,03056402,04143801
synonym,03056402,06570008
synonym,03056402,06739003
synonym,03056402,07025801
varword,03056402,04084802
holonym,03056402,06560101
antonym,03056403,03056803
varword,03056403,04084803
synonym,03056601,07023408
hypernym,03056702,13631801
antonym,03056801,04143910
antonym,03056801,04084801
antonym,03056801,04084701
antonym,03056801,06521506
synonym,03056801,06551010
synonym,03056801,06576006
antonym,03056802,04143912
antonym,03056802,06630511
antonym,03056802,04143801
synonym,03056802,07024802
synonym,03056802,07028902
synonym,03056802,07025602
synonym,03056802,06551012
synonym,03056802,06627507
synonym,03056802,09288805
varword,03056802,06532401
varword,03056802,07011801
varword,03056802,04143908
holonym,03056802,06560101
antonym,03056803,04084803
synonym,03057001,04061501
synonym,03057002,04012501
synonym,03057002,07027006
synonym,03057003,06638602
synonym,03057004,066111
synonym,03057101,03057301
synonym,03057101,04012401
synonym,03057101,04136302
synonym,03057101,04012601
synonym,03057101,04012701
synonym,03057101,04012801
hypernym,03057201,07025301
synonym,03057301,04012401
synonym,03057301,04136302
synonym,03057301,04012601
synonym,03057301,04012701
synonym,03057301,04012801
varword,03057401,06723901
varword,03057401,06724001
hyponym,03057601,04141101
hyponym,03057601,04141901
hyponym,03057601,05174601
hyponym,03057601,04116102
hyponym,03057601,05052101
synonym,03057601,05147401
synonym,03057601,05017501
synonym,03057602,04027301
synonym,03057602,05013002
synonym,03057602,05213101
synonym,03057602,05115702
holonym,03057801,06560101
holonym,03057802,06560101
synonym,03058103,04049602
synonym,03058103,06650206
varword,03058103,04049601
synonym,03058201,03058401
synonym,03058201,03058501
synonym,03058201,05191401
synonym,03058201,09283401
synonym,03058201,09201001
holonym,03058201,06560101
synonym,03058401,03058501
synonym,03058401,05191401
synonym,03058401,09283401
synonym,03058401,09201001
synonym,03058501,05191401
synonym,03058501,09283401
synonym,03058501,09201001
holonym,03058501,06560101
synonym,03058601,07043404
nearsynonym,03058601,06539301
nearsynonym,03058603,06539307
synonym,03059001,04013002
synonym,03059001,04014006
synonym,03059001,04011903
synonym,03059001,05000203
synonym,03059201,05076904
synonym,03059301,09308101
synonym,03059301,06653601
nearsynonym,03059304,pwn_00037564R
synonym,03059305,04050801
synonym,03059305,05000206
varword,03059305,05000204
synonym,03059401,05126701
synonym,03059701,05076902
synonym,03059701,07034402
nearsynonym,03059701,pwn_06938180N
synonym,03059901,04034203
synonym,03059901,04027004
varword,03059901,04027003
synonym,05006901,04051406
synonym,05007004,05126801
synonym,05007004,05166211
synonym,05007004,05172901
synonym,05007004,05216701
synonym,05007004,05172306
synonym,05007004,06045001
synonym,05007004,06617205
synonym,05007004,06663313
synonym,05007004,07031106
synonym,05007004,06640302
synonym,05007004,06625002
synonym,05007004,06710214
synonym,05007004,07076510
synonym,05007004,06702812
synonym,05007004,06570201
hyponym,03060001,pwn_04309988N
hyponym,03060001,pwn_01661550N
hyponym,03060001,pwn_01824376N
varword,03060001,05235701
synonym,03060001,05237401
holonym,03060001,05231101
holonym,03060001,07059601
holonym,03060001,05094301
synonym,03060002,05235703
synonym,03060002,05237403
antonym,03060003,06693001
antonym,03060004,06693002
synonym,03060005,04143101
synonym,03060005,05030901
synonym,03060005,05154101
synonym,03060101,06748901
hypernym,03060104,06667101
hypernym,03060301,pwn_01760253V
hypernym,03060401,pwn_01331981V
hypernym,03060402,pwn_02383458N
varword,03060402,05147901
varword,03060501,04123001
nearsynonym,03060502,pwn_01381076V
synonym,04000101,05013001
synonym,04000101,05062301
synonym,04000101,05115701
synonym,04000101,05023602
synonym,04000101,05191902
synonym,04000101,05041404
synonym,04000501,05124503
synonym,04000501,06774603
synonym,04000601,04000901
synonym,04000601,04159602
synonym,04000601,05124504
synonym,04000601,09197906
synonym,04000602,04159701
synonym,04000602,04159801
synonym,04000602,04159601
synonym,04000602,05021001
synonym,04000602,07024003
synonym,04000603,07040201
hypernym,04000603,pwn_00085681R
hyponym,04000701,pwn_01379952V
antonym,04000702,06541903
synonym,04000702,06706703
hypernym,04000702,pwn_01369399V
synonym,04000703,06706704
synonym,04000703,06611201
hypernym,04000703,pwn_01369399V
hypernym,04000704,06706706
hypernym,04000704,pwn_01369399V
antonym,04000709,06541904
synonym,04000709,04015610
synonym,04000709,04014710
nearsynonym,04000709,05109910
synonym,04000710,05013003
synonym,04000710,05115703
nearsynonym,04000803,pwn_00040922R
synonym,04000809,05198303
synonym,04000809,04026904
synonym,04000810,04086509
synonym,04000810,06559208
synonym,04000901,04159602
synonym,04000901,05124504
synonym,04000901,09197906
synonym,04000902,06774402
synonym,04000903,06774401
synonym,04000904,06727303
synonym,04000904,06727503
synonym,04000906,06614301
synonym,04001001,04001301
synonym,04001001,04156201
synonym,04001001,04016309
synonym,04001001,05146303
synonym,04001201,06774613
synonym,04001203,04037401
synonym,04001203,04038701
synonym,04001301,04156201
synonym,04001301,04016309
synonym,04001301,05146303
synonym,04001302,04156202
synonym,04001302,04016308
synonym,04001303,04156203
synonym,04001303,04016306
synonym,04001304,04156204
synonym,04001304,04016307
synonym,04001305,04156205
synonym,04001403,06025215
nearsynonym,04001405,05089502
nearsynonym,04001405,06678308
nearsynonym,04001402,05185402
nearsynonym,04001402,07008201
nearsynonym,04001402,07056001
nearsynonym,04001402,06708102
nearsynonym,04001402,07035901
nearsynonym,04001402,pwn_10064507N
varword,04001402,06025214
hypernym,04001402,06743501
hypernym,04001402,14308501
hypernym,04002801,pwn_00506274A
hypernym,04002801,pwn_01426321V
synonym,04003801,04004101
hypernym,04003902,pwn_01426321V
synonym,04004202,04084906
synonym,04004202,04086001
synonym,04004203,04084907
synonym,04004203,04086002
synonym,04004203,04004618
synonym,04004204,04086003
synonym,04004204,04004619
hyponym,04002001,05061801
synonym,04002001,05072403
synonym,04002001,06586503
varword,04002001,05072402
hypernym,04004301,04004501
hypernym,04004301,04018301
hypernym,04004301,06755201
hypernym,04004301,07074701
hypernym,04004301,09186103
synonym,04004302,04004502
synonym,04004302,06596301
varword,04004302,06667502
varword,04004302,06529201
synonym,04004303,04004503
synonym,04004303,06020203
synonym,04004304,04004504
synonym,04004304,06596302
synonym,04004304,06517401
synonym,04004304,07087601
synonym,04004305,04004507
synonym,04004306,05197701
synonym,04004306,04004508
synonym,04004307,05197702
synonym,04004307,04004509
synonym,04004308,05070703
synonym,04004308,06721403
synonym,04004308,07083404
synonym,04004308,05202701
synonym,04004308,06767401
hypernym,04004309,04004512
synonym,04004310,06692301
antonym,04001901,04013801
antonym,04001901,05113401
antonym,04001901,06757405
synonym,04001901,06586501
varword,04001901,05071902
antonym,04001901,05143101
antonym,04001901,05071801
antonym,04001902,04013803
antonym,04001902,05046002
synonym,04001902,06586502
antonym,04001903,04013804
antonym,04001904,04013805
antonym,04001905,04013807
nearsynonym,04001802,07027901
nearsynonym,04001802,09253501
nearsynonym,04001802,09253601
nearsynonym,04001802,09253701
nearsynonym,04001802,09273901
nearsynonym,04001802,09274001
nearsynonym,04001802,09274101
nearsynonym,04001802,09275101
nearsynonym,04001802,07072703
nearsynonym,04001802,09283501
nearsynonym,04001802,09283601
nearsynonym,04001802,09283701
nearsynonym,04001802,09283801
synonym,04004601,06666001
hypernym,04004601,pwn_06286659N
hypernym,04004602,pwn_06285699N
antonym,04004603,04086701
antonym,04004603,04086301
antonym,04004603,06741502
synonym,04004603,04086802
synonym,04004603,05007702
synonym,04004603,04086401
synonym,04004603,04085701
synonym,04004603,06770301
synonym,04004603,06664502
synonym,04004603,06652102
synonym,04004603,05007701
synonym,04004603,07027002
hyponym,04004603,14622501
synonym,04004604,04086803
synonym,04004604,05007703
synonym,04004604,04086402
synonym,04004604,04085702
synonym,04004604,06664503
synonym,04004604,06652103
synonym,04004604,05007701
antonym,04004605,04086702
antonym,04004605,04086302
antonym,04004605,06741503
synonym,04004605,04086804
synonym,04004605,05007704
synonym,04004605,04086403
synonym,04004605,04085703
synonym,04004605,06770303
synonym,04004605,06664504
synonym,04004605,06652104
synonym,04004605,05007701
hypernym,04004606,pwn_00322297A
holonym,04004606,06750901
holonym,04004607,06560101
hypernym,04004608,pwn_00963684A
hypernym,04004609,pwn_00963684A
hypernym,04004610,pwn_00963684A
synonym,04004611,05036001
hypernym,04004611,pwn_00963684A
hypernym,04004612,pwn_00776777A
hypernym,04004613,pwn_01468318A
hypernym,04004615,pwn_01468318A
synonym,04004616,05036002
synonym,04004618,04084907
synonym,04004618,04086002
synonym,04004619,04086003
nearsynonym,04004621,05193419
nearsynonym,04004621,05023514
varword,04004621,06708801
nearsynonym,04004622,05166217
varword,04004622,06705001
synonym,04005001,06609901
synonym,04005002,06627503
synonym,04005002,06559206
nearsynonym,04005002,06554301
synonym,04005006,06725003
synonym,04005006,06743603
synonym,04005008,06732002
antonym,04005010,06537601
synonym,04005010,06766503
synonym,04005011,06706803
synonym,04005301,04006201
synonym,04005301,04006401
synonym,04005301,04006501
synonym,04005401,04006601
synonym,04005401,04005501
synonym,04005401,04005701
synonym,04005401,04005801
synonym,04005401,04006801
synonym,04005401,04007101
synonym,04005401,07013001
synonym,04005501,04006601
synonym,04005501,04005701
synonym,04005501,04005801
synonym,04005501,04006801
synonym,04005501,04007101
synonym,04005501,07013001
synonym,04005601,04007203
synonym,04005601,04048403
varword,04005601,04153101
varword,04005601,04048402
varword,04005601,04007202
synonym,04005602,04006602
varword,04005602,04153102
synonym,04005701,04006601
synonym,04005701,04005801
synonym,04005701,04006801
synonym,04005701,04007101
synonym,04005701,07013001
synonym,04005801,04006601
synonym,04005801,04006801
synonym,04005801,04007101
synonym,04005801,07013001
synonym,04005901,04007001
varword,04005901,04006701
synonym,04005902,04007002
synonym,04005902,04006702
synonym,04006201,04006401
synonym,04006201,04006501
synonym,04006202,04006402
synonym,04006202,04006502
synonym,04006401,04006501
synonym,04006402,04006502
synonym,04006601,04007101
synonym,04006601,04006801
synonym,04006601,07013001
synonym,04006602,04153102
varword,04006701,04007001
synonym,04006702,04007002
synonym,04006801,04007101
synonym,04006801,07013001
synonym,04007101,07013001
synonym,04007201,06690401
synonym,04007201,04048401
synonym,04007203,04153101
synonym,04007203,04048403
synonym,04007202,06690402
synonym,04007202,04048402
varword,04007202,04153101
synonym,04007603,04144102
nearsynonym,04009401,14603101
synonym,04009702,04009804
synonym,04009703,04009803
synonym,04009704,04009805
synonym,04009705,04009806
synonym,04010306,07017904
synonym,04010306,06721601
varword,04010312,06018001
varword,04010312,07001801
varword,04010312,07001901
synonym,04010314,06018001
synonym,04010314,07001801
synonym,04010314,07001901
synonym,04010307,06721602
synonym,04010308,07070102
synonym,04010308,06721603
synonym,04010502,05013802
synonym,04010502,05013202
synonym,04010502,06041104
synonym,04010502,06560202
nearsynonym,04010502,pwn_00079910V
synonym,04010504,05129301
synonym,04010505,05082501
synonym,04010506,04011801
synonym,04010506,05013203
synonym,04010506,05013803
varword,04010506,05013201
synonym,04010601,04011301
varword,04010601,04011101
synonym,04011101,04011301
hyponym,04011403,07103407
synonym,04011403,06612604
synonym,04011403,06749802
synonym,04011404,06749801
synonym,04011405,06749803
hyponym,04011501,06581501
hyponym,04011501,05108401
hyponym,04011501,05095714
synonym,04011501,05020501
synonym,04011501,05096101
synonym,04011501,05198401
hyponym,04011501,04108601
synonym,04011502,05145702
synonym,04011502,05198402
synonym,04011601,06636907
synonym,04011701,04014106
synonym,04011701,04011213
synonym,04011801,05013203
synonym,04011801,05013803
varword,04011801,05013201
synonym,04012001,06664306
synonym,04012001,06775706
synonym,04012001,06515401
synonym,04012001,06725401
synonym,04012001,05098108
synonym,04012001,06686107
varword,04012001,06664301
synonym,04012001,06695204
varword,04012002,06664301
synonym,04012004,05133108
synonym,04012003,09287401
synonym,04012003,06664310
synonym,04012003,07023409
synonym,04012003,05098112
synonym,04012003,05221501
synonym,04012003,04026901
synonym,04012003,04030001
synonym,04012003,04041602
synonym,04012003,06608101
synonym,04012003,07023501
synonym,04012101,04013601
synonym,04012101,05000703
synonym,04012302,09286901
varword,04012302,05095301
synonym,04012401,04136302
synonym,04012401,04012601
synonym,04012401,04012701
synonym,04012401,04012801
synonym,04012501,07027006
synonym,04012601,04136302
synonym,04012601,04012701
synonym,04012601,04012801
synonym,04012701,04136302
synonym,04012701,04012801
synonym,04012801,04136302
nearsynonym,04012901,pwn_01408362V
nearsynonym,04012902,pwn_01408362V
synonym,04013001,04014005
synonym,04013001,04011902
synonym,04013001,07021701
synonym,04013001,05000202
synonym,04013002,04014006
synonym,04013002,04011903
synonym,04013002,05000203
synonym,04013003,04011910
synonym,04013003,04014012
synonym,04013003,07021702
synonym,04013101,04013501
hyponym,04013202,05118602
synonym,04013202,04015303
synonym,04013202,04014403
synonym,04013202,07034202
synonym,04013202,07064403
synonym,04013202,06657902
synonym,04013202,07096107
synonym,04013202,09287001
synonym,04013204,04013403
synonym,04013204,04138702
synonym,04013204,05148203
synonym,04013204,06539308
synonym,04013204,06631503
synonym,04013204,06578002
synonym,04013206,06651902
nearsynonym,04013208,07103901
nearsynonym,04013208,07104001
nearsynonym,04013208,04037301
nearsynonym,04013208,06567909
nearsynonym,04013208,07066401
nearsynonym,04013208,08020201
nearsynonym,04013208,04016301
nearsynonym,04013208,04019408
nearsynonym,04013208,09284301
nearsynonym,04013208,09242201
nearsynonym,04013208,06586501
nearsynonym,04013208,05033402
nearsynonym,04013208,09281601
nearsynonym,04013208,09272701
nearsynonym,04013208,09272801
nearsynonym,04013208,09272901
nearsynonym,04013208,09273001
nearsynonym,04013208,09273101
nearsynonym,04013208,06685401
nearsynonym,04013208,06605701
nearsynonym,04013208,06514405
nearsynonym,04013208,05033704
nearsynonym,04013208,06564301
nearsynonym,04013208,07075001
nearsynonym,04013208,08020101
nearsynonym,04013208,06777401
nearsynonym,04013208,06623504
nearsynonym,04013208,06027501
nearsynonym,04013208,06588609
synonym,04013402,04138701
synonym,04013402,06539307
synonym,04013402,06631502
synonym,04013402,06578001
synonym,04013403,04138702
synonym,04013403,05148203
synonym,04013403,06539308
synonym,04013403,06631503
synonym,04013403,06578002
synonym,04013601,05000703
synonym,04013701,06753608
synonym,04013701,06730303
antonym,04013801,06586501
hyponym,04013801,06759701
synonym,04013801,05113401
synonym,04013801,06757405
varword,04013801,05071902
synonym,04013801,05143101
synonym,04013801,05071801
synonym,04013802,05071901
synonym,04013802,06670301
synonym,04013802,07010005
synonym,04013802,06758701
synonym,04013802,06638302
synonym,04013802,06694401
antonym,04013803,06586502
synonym,04013803,05046002
synonym,04014101,04017407
synonym,04014101,04011209
synonym,04014104,04018207
synonym,04014104,04018505
synonym,04014104,05198207
synonym,04014104,04018303
synonym,04014106,04011213
synonym,04014108,04017412
varword,04014108,04017408
synonym,04014109,04017413
varword,04014109,04017409
synonym,04014110,04011210
synonym,04014202,04015104
synonym,04014202,04013904
synonym,04014202,06679201
synonym,04014202,06584901
synonym,04014202,09229904
synonym,04014204,04084606
synonym,04014204,04140901
synonym,04014204,05118001
synonym,04014204,05050103
synonym,04014204,07063304
synonym,04014204,05142301
synonym,04014204,05114101
synonym,04014204,05117901
synonym,04014205,04015101
synonym,04014205,04017102
synonym,04014206,04017101
synonym,04014206,06747701
nearsynonym,04014209,06708108
synonym,04014401,04016403
synonym,04014401,04015301
synonym,04014401,04018501
synonym,04014401,09284101
varword,04014402,04015302
hyponym,04014403,05118602
synonym,04014403,04015303
synonym,04014403,07064403
synonym,04014403,07034202
synonym,04014403,06657902
synonym,04014403,07096107
synonym,04014403,09287001
synonym,04014404,04015309
synonym,04015101,04017102
synonym,04015102,04017104
synonym,04015103,04017103
synonym,04015104,04013904
synonym,04015104,06679201
synonym,04015104,06584901
synonym,04015104,09229904
meronym,04015105,04015106
meronym,04015105,04016208
synonym,04015105,04016207
synonym,04015105,04164201
hypernym,04015105,pwn_05976484N
holonym,04015106,04016207
holonym,04015106,04164201
synonym,04015106,04016208
synonym,04015107,05116001
synonym,04015109,06010601
synonym,04015109,06715701
hypernym,04015109,06641001
synonym,04015301,04016403
synonym,04015301,04018501
synonym,04015301,09284101
hyponym,04015303,05118602
synonym,04015303,07034202
synonym,04015303,07064403
synonym,04015303,06657902
synonym,04015303,07096107
synonym,04015303,09287001
synonym,04015306,07071210
synonym,04015307,04016001
synonym,04015307,04016401
hyponym,04015307,04136901
hyponym,04015307,04140701
hyponym,04015307,05132201
synonym,04015308,04016002
synonym,04015308,04018205
synonym,04015308,04018504
synonym,04015308,04016402
synonym,04015308,05198206
synonym,04015308,06751102
synonym,04015308,07046502
synonym,04015308,06617408
synonym,04015308,09278202
synonym,04015401,05075301
synonym,04015402,06706702
synonym,04015402,06549202
nearsynonym,04015501,04074904
nearsynonym,04015501,07027901
nearsynonym,04015501,09253501
nearsynonym,04015501,09253601
nearsynonym,04015501,09253701
nearsynonym,04015501,06697301
hypernym,04015501,06612301
hyponym,04015501,06642701
hyponym,04015501,06650702
hyponym,04015501,06562701
hyponym,04015501,06612704
hyponym,04015501,06606102
hypernym,04015503,06612301
synonym,04015504,06047901
synonym,04015601,04015701
varword,04015601,04014701
synonym,04015602,04015702
varword,04015602,04014702
synonym,04015603,04015703
varword,04015603,04014703
synonym,04015604,04015706
varword,04015604,04014704
varword,04015605,04014705
varword,04015606,04014706
varword,04015607,04014707
synonym,04015608,04018401
varword,04015608,04014708
synonym,04015608,04018701
varword,04015609,04014709
antonym,04015610,06541904
varword,04015610,04014710
synonym,04015701,04014701
synonym,04015702,04014702
synonym,04015703,04014703
synonym,04015704,06582301
synonym,04015706,04014704
synonym,04015801,05004713
varword,04015801,05004706
synonym,04015901,05198205
varword,04015901,04017301
varword,04015902,04017302
synonym,04016001,04016401
hyponym,04016001,04136901
hyponym,04016001,04140701
hyponym,04016001,05132201
synonym,04016002,04016402
synonym,04016002,04018205
synonym,04016002,04018504
synonym,04016002,05198206
synonym,04016002,06751102
synonym,04016002,06617408
synonym,04016002,07046502
synonym,04016002,09278202
synonym,04016101,06651602
synonym,04016101,07032909
synonym,04016102,06651609
synonym,04016102,07032910
hypernym,04016201,06665601
hypernym,04016202,06667101
synonym,04016205,07042805
synonym,04016206,07042806
hypernym,04016206,06667101
meronym,04016207,04016208
synonym,04016207,04164201
hypernym,04016207,pwn_05976484N
holonym,04016208,04164201
synonym,04016305,04042901
synonym,04016305,06586602
synonym,04016306,04156203
synonym,04016307,04156204
synonym,04016308,04156202
synonym,04016309,04156201
synonym,04016309,05146303
hyponym,04016401,04136901
hyponym,04016401,04140701
hyponym,04016401,05132201
synonym,04016402,04018205
synonym,04016402,04018504
synonym,04016402,05198206
synonym,04016402,06751102
synonym,04016402,06617408
synonym,04016402,07046502
synonym,04016402,09278202
synonym,04016403,04018501
synonym,04016403,09284101
synonym,04016501,04016801
synonym,04016501,04016601
synonym,04016501,06653103
synonym,04016601,04016801
synonym,04016601,06653103
synonym,04016701,04118301
hyponym,04016701,05121301
hyponym,04016701,06679101
hyponym,04016701,06520601
synonym,04016702,04016901
hypernym,04016703,06667101
varword,04016801,06653103
synonym,04017101,06747701
hypernym,04017101,06677901
synonym,04017202,06609904
synonym,04017301,05198205
hyponym,04017402,05138204
hyponym,04017402,06532307
synonym,04017402,07053103
hyponym,04017402,pwn_01641059V
hyponym,04017403,05138203
synonym,04017403,06560204
synonym,04017403,06685715
synonym,04017403,06721068
synonym,04017403,06552802
hyponym,04017403,pwn_01551317V
synonym,04017403,06031401
synonym,04017403,05167701
synonym,04017403,05064901
synonym,04017403,06672001
synonym,04017403,06722402
synonym,04017404,05227001
synonym,04017404,07029801
synonym,04017404,06717016
hyponym,04017404,pwn_00794578V
synonym,04017405,06663402
synonym,04017405,06660505
synonym,04017405,06722405
hypernym,04017405,pwn_00788109V
synonym,04017405,06662202
synonym,04017407,04011209
synonym,04017414,05078801
synonym,04017408,06663401
synonym,04017408,06660504
synonym,04017408,06722403
hyponym,04017409,pwn_00652168V
synonym,04017409,06722404
varword,04017410,05078801
synonym,04017411,04145001
synonym,04017411,04063501
holonym,04017411,14586201
synonym,04017601,04018101
synonym,04017601,04017701
synonym,04017701,04018101
synonym,04017802,09236504
synonym,04017802,06734504
synonym,04017802,07049104
varword,04017802,09236501
synonym,04017803,04019401
synonym,04017803,04019501
synonym,04014708,04018401
synonym,04014708,04018701
antonym,04014710,06541904
synonym,04014002,05198201
synonym,04014003,04041901
synonym,04014003,05168501
synonym,04014003,04041801
synonym,04014003,07008906
synonym,04014004,04011901
synonym,04014004,05000201
synonym,04014005,04011902
synonym,04014005,07021701
synonym,04014005,05000202
synonym,04014006,04011903
synonym,04014006,05000203
synonym,04014007,05000204
synonym,04014007,04011904
synonym,04014008,04011905
synonym,04014008,05000205
synonym,04014009,04011906
synonym,04014010,04011907
synonym,04014010,05198204
synonym,04014011,04011908
synonym,04014012,04011910
synonym,04014012,07021702
synonym,04013901,06725402
synonym,04013901,07011507
synonym,04013901,06664308
synonym,04013901,05098110
hyponym,04013901,06731801
synonym,04013904,06679201
synonym,04013904,06584901
synonym,04013904,09229904
varword,04013905,07024101
synonym,04015201,05002106
synonym,04015202,05002105
synonym,04015202,05109904
synonym,04015202,06750004
synonym,04014801,04018206
synonym,04014801,04018507
synonym,04014501,05140901
synonym,04014501,05163901
synonym,04014501,05196903
synonym,04014501,06614001
synonym,04014501,06668401
synonym,04011202,06576702
synonym,04011204,06576705
synonym,04011205,06509702
synonym,04011206,06509703
synonym,04011207,05071903
varword,04011207,05143102
synonym,04011208,06576704
synonym,04011901,05000201
synonym,04011902,07021701
synonym,04011902,05000202
synonym,04011903,05000203
synonym,04011904,05000204
synonym,04011905,05000205
synonym,04011907,05198204
synonym,04011910,07021702
synonym,04018202,09240003
synonym,04018202,09239903
nearsynonym,04018202,pwn_01890588V
synonym,04018203,06588401
synonym,04018203,06684701
synonym,04018203,06687901
synonym,04018203,07053602
hypernym,04018204,pwn_01458506V
hyponym,04018204,pwn_01471679V
synonym,04018205,04018504
synonym,04018205,05198206
synonym,04018205,06751102
synonym,04018205,06617408
synonym,04018205,07046502
synonym,04018205,09278202
synonym,04018206,04018507
synonym,04018207,04018505
synonym,04018207,05198207
synonym,04018207,04018303
synonym,04018208,04018508
synonym,04018209,04018506
synonym,04018209,09278203
synonym,04018210,04018509
hypernym,04018210,pwn_00439577A
hypernym,04018211,pwn_00030373R
nearsynonym,04018212,pwn_05365111N
synonym,04018213,06588402
synonym,04018213,06657601
hypernym,04018213,06612301
synonym,04018214,06732902
nearsynonym,04018215,pwn_01301973V
hyponym,04018301,06667501
synonym,04018301,04004501
synonym,04018301,06755201
synonym,04018301,07074701
synonym,04018301,09186103
synonym,04018303,04018505
synonym,04018303,05198207
synonym,04018401,04018701
synonym,04018402,06751501
synonym,04018402,09250601
synonym,04018402,09250701
synonym,04018402,09250801
synonym,04018402,08022401
synonym,04018501,09284101
synonym,04018504,05198206
synonym,04018504,06751102
synonym,04018504,06617408
synonym,04018504,07046502
synonym,04018504,09278202
synonym,04018505,05198207
synonym,04018506,09278203
synonym,04018702,04152901
synonym,04018703,07044803
hypernym,04018703,pwn_00727087V
synonym,04018704,05229184
synonym,04018704,07082702
synonym,04018708,06705401
synonym,04018708,09310202
hyponym,04018711,pwn_05319077N
hyponym,04018711,pwn_05317845N
antonym,04018801,07036603
antonym,04018801,05051803
synonym,04018801,06531201
synonym,04018801,05186504
synonym,04018801,05174902
synonym,04018801,06670503
antonym,04018802,07036604
synonym,04018803,05234001
synonym,04018803,06751301
synonym,04018901,06564504
synonym,04018902,06754303
synonym,04018902,06564505
synonym,04018902,06559214
synonym,04018902,06697106
synonym,04018902,09309901
synonym,04018902,05235202
synonym,04018902,09147907
synonym,04018902,09236507
varword,04018902,06639604
varword,04018903,05224001
synonym,04019001,06579201
synonym,04019401,04019501
synonym,04019402,04019502
synonym,04019403,04019503
synonym,04019407,06598006
nearsynonym,04019408,07103901
nearsynonym,04019408,07104001
nearsynonym,04019408,04037301
nearsynonym,04019408,06567909
nearsynonym,04019408,07066401
nearsynonym,04019408,08020201
nearsynonym,04019408,09284301
nearsynonym,04019408,09242201
nearsynonym,04019408,06586501
nearsynonym,04019408,05033402
nearsynonym,04019408,09281601
nearsynonym,04019408,09272701
nearsynonym,04019408,09272801
nearsynonym,04019408,09272901
nearsynonym,04019408,09273001
nearsynonym,04019408,09273101
nearsynonym,04019408,06685401
nearsynonym,04019408,06605701
nearsynonym,04019408,06514405
nearsynonym,04019408,05033704
nearsynonym,04019408,06564301
nearsynonym,04019408,07075001
nearsynonym,04019408,08020101
nearsynonym,04019408,06777401
nearsynonym,04019408,06623504
nearsynonym,04019408,06027501
nearsynonym,04019408,06588609
synonym,04019602,04019801
synonym,04019603,04019802
nearsynonym,04019604,06744801
nearsynonym,04019604,06648201
nearsynonym,04019604,07014901
synonym,04019701,05076901
synonym,04019701,07025104
antonym,04020102,04075501
antonym,04020102,04153501
antonym,04020102,05223502
antonym,04020102,05134001
antonym,04020102,06515601
antonym,04020102,06688601
synonym,04020102,09284001
synonym,04020102,06004401
synonym,04020102,07013301
synonym,04020102,06653201
synonym,04020103,05223503
nearsynonym,04020105,pwn_10988137N
synonym,04020106,05052003
synonym,04020106,06778703
synonym,04020401,09210601
synonym,04020402,09210602
synonym,04020403,09210603
synonym,04020501,06541801
synonym,04020501,07103601
varword,04020602,04166302
varword,04020601,04166301
varword,04020603,04166303
varword,04020603,06605001
varword,04020603,06690402
varword,04020603,06790502
varword,04020603,05229902
varword,04020603,06661802
hypernym,04020603,06604401
synonym,04020604,05229902
synonym,04020604,06661802
synonym,04020604,06605002
synonym,04020604,06790502
synonym,04020604,06690403
varword,04020604,04166304
hyponym,04020604,05176001
synonym,04021003,07024303
antonym,04021201,05181801
antonym,04021202,05181805
synonym,04021202,06524601
synonym,04021202,06599101
hyponym,04021203,pwn_01790261A
hyponym,04021203,pwn_02632345A
antonym,04021204,05181803
antonym,04021301,06531901
synonym,04021401,04153401
nearsynonym,04021401,pwn_00129370A
synonym,04021402,04153402
holonym,04021501,06739702
hypernym,04021701,06755601
hypernym,04021702,pwn_03178459N
hypernym,04021702,pwn_03288097N
nearsynonym,04021703,pwn_02468042N
nearsynonym,04021704,pwn_02468042N
antonym,04022001,05070601
synonym,04022001,05211501
antonym,04022002,05070608
synonym,04022002,05211505
varword,04022002,05070607
synonym,04022301,05185101
