sense_type,source_id,target_id
antonym,04004815,06615407
synonym,04004815,07076502
nearsynonym,04004815,pwn_00670286A
hyponym,04160101,pwn_00682542V
hyponym,04160101,pwn_05040541N
hyponym,04160103,05141302
synonym,04160103,05191002
synonym,04160103,06746705
synonym,04160104,06746706
hyponym,04160201,pwn_00553000V
hyponym,04160201,pwn_05342032N
hyponym,04160202,pwn_00700038V
nearsynonym,04160301,pwn_00553000V
hyponym,04160301,pwn_00517734V
synonym,04160703,06552501
hypernym,04160704,pwn_00485595V
synonym,04160901,05121902
synonym,04160901,06644601
hypernym,04089501,05196801
synonym,04089001,05238701
synonym,04089001,05017101
synonym,04089001,05001602
synonym,04089001,05029401
synonym,04089001,04086901
synonym,04089001,05175201
synonym,04089001,05029201
synonym,04089001,05219701
synonym,04089001,04089601
synonym,04089001,07103201
synonym,04089001,09280201
synonym,04089002,04089602
synonym,04089601,05238701
synonym,04089601,05017101
synonym,04089601,05001602
synonym,04089601,05029401
synonym,04089601,04086901
synonym,04089601,05175201
synonym,04089601,05219701
synonym,04089601,05029201
synonym,04089601,07103201
synonym,04089601,09280201
synonym,04089603,06533603
holonym,04089603,07025301
hyponym,04089701,pwn_07530344N
hyponym,04089701,pwn_02618194N
synonym,04090901,05079901
synonym,04090901,05078001
synonym,04090901,05125301
synonym,04036601,06597401
synonym,04036601,07113001
synonym,04036602,06597402
synonym,04036603,05075801
synonym,04036603,06597403
synonym,04036603,06634102
synonym,04161301,05002701
synonym,04161301,05123601
synonym,04161301,05143501
synonym,04161301,05168401
synonym,04161301,06751101
synonym,04161401,05069802
synonym,04161401,07052901
synonym,04161401,07042901
synonym,04161501,05116801
synonym,04161501,06001601
synonym,04161501,05055502
synonym,04162001,06659103
hypernym,04162201,pwn_01430837V
synonym,04162301,05045701
synonym,04162401,05041401
synonym,04162401,06715604
synonym,04162401,06657901
synonym,04162501,06568201
synonym,04162502,05165001
synonym,04162502,06568202
synonym,04162502,06676603
synonym,04162502,06773002
hypernym,04162702,06529801
hyponym,04162801,pwn_06370677N
hypernym,04162802,06529801
synonym,04162903,05240402
hypernym,04162903,13628901
nearsynonym,04163201,06577401
nearsynonym,04163201,06675801
hypernym,04163202,06505501
hyponym,04163302,pwn_06352396N
hyponym,04163304,pwn_03152625N
hyponym,04163305,pwn_03488132N
hypernym,04163401,14586201
synonym,04163501,06780701
hypernym,04163501,pwn_06950891N
synonym,04163502,06780702
hypernym,04163502,pwn_06950891N
hypernym,04163502,06665601
synonym,04163503,05180601
hyponym,04163504,pwn_06261247N
hyponym,04163505,pwn_02793543N
hypernym,04163506,14586201
antonym,04163601,07084704
antonym,04163601,05088710
synonym,04163601,06627403
synonym,04163601,05013104
hypernym,04163601,05186501
antonym,04163602,07084705
antonym,04163602,07072805
synonym,04163602,05013109
synonym,04163602,07094804
synonym,04163602,06011401
hypernym,04163602,pwn_07258856N
hypernym,04163602,05186501
antonym,04163603,07084701
antonym,04163603,05088707
synonym,04163603,05013106
synonym,04163603,05136401
synonym,04163603,06627401
hypernym,04163603,05186501
synonym,04163604,07052406
hypernym,04163701,06694501
hypernym,04163702,pwn_07592357N
hypernym,04163702,05186501
hypernym,04163703,pwn_07592357N
hypernym,04163704,05231109
hypernym,04163704,06771803
hypernym,04163704,05002601
hypernym,04163705,pwn_07671833N
antonym,04163802,06658702
antonym,04163802,06590502
antonym,04163802,07042702
nearsynonym,04163802,06784102
nearsynonym,04163802,04164402
synonym,04163802,07063002
nearsynonym,04163805,04164405
antonym,04163803,06658703
antonym,04163803,06590503
antonym,04163803,07042703
nearsynonym,04163803,06784103
nearsynonym,04163803,04164403
synonym,04163803,07063003
hypernym,04163803,pwn_07128451N
nearsynonym,04163804,04164404
synonym,04163804,07063004
antonym,04163801,06590501
antonym,04163801,06658701
antonym,04163801,07042701
nearsynonym,04163801,06784101
nearsynonym,04163801,04164401
synonym,04163801,07063001
hypernym,04163801,05186501
hypernym,04163901,pwn_05499597N
hypernym,04163902,pwn_05499597N
nearsynonym,04163905,pwn_03736278N
hypernym,04164002,pwn_00676476V
synonym,04164101,06524301
synonym,04164102,06524302
synonym,04164103,06613302
synonym,04164103,06524303
hypernym,04164104,pwn_05973080N
synonym,04164105,07034205
synonym,04164105,07029503
synonym,04164105,06524304
nearsynonym,04164105,pwn_10411125N
synonym,04164106,05234302
synonym,04164107,06524305
synonym,04164107,06522501
synonym,04164108,05100901
hypernym,04164201,pwn_05976484N
hyponym,04164201,05157601
hyponym,04164201,06000401
hypernym,04164201,06750401
hyponym,04164201,07003501
hyponym,04164201,06012001
antonym,04164301,05235901
antonym,04164301,06570001
antonym,04164301,07026901
antonym,04164301,07044102
antonym,04164301,09308601
synonym,04164301,05195601
holonym,04164301,06560101
varword,04164302,05225401
antonym,04164402,06784102
antonym,04164402,07072402
antonym,04164402,07038402
nearsynonym,04164402,06658702
synonym,04164402,07043502
hypernym,04164402,05186501
synonym,04164405,06605502
antonym,04164403,06784103
antonym,04164403,07072403
antonym,04164403,07038403
nearsynonym,04164403,06658703
synonym,04164403,07043503
hypernym,04164403,pwn_07128451N
varword,04164403,06784102
hypernym,04164403,05186501
synonym,04164404,07043504
synonym,04164404,06605501
antonym,04164401,06784101
antonym,04164401,07072401
antonym,04164401,07038401
nearsynonym,04164401,06658701
synonym,04164401,07043501
hypernym,04164401,05186501
synonym,04164501,06741803
varword,04164501,04164601
synonym,04164502,05240001
synonym,04164502,06606501
synonym,04164502,05240101
synonym,04164502,07111501
synonym,04164502,06741804
varword,04164502,04164602
varword,04164503,04164603
hypernym,04164503,06505501
synonym,04164601,06741803
hypernym,04164601,06722201
synonym,04164602,05240101
synonym,04164602,06606501
synonym,04164602,05240001
synonym,04164602,07111501
synonym,04164602,06741804
hypernym,04164603,06505501
synonym,04164701,07099301
hypernym,04164701,06750701
hypernym,04164701,06722201
hypernym,04164702,06505501
hypernym,04164902,pwn_01444459V
varword,04164902,07010006
synonym,04164901,05227008
synonym,04164901,05105803
hypernym,04164901,pwn_01444459V
synonym,04164903,07010006
synonym,04164903,06624502
varword,04164903,07055401
synonym,04164904,07055402
nearsynonym,04164904,pwn_01785787V
nearsynonym,04165201,pwn_01177316V
synonym,04165301,05013902
synonym,04165301,05058401
synonym,04165301,05098111
synonym,04165301,06664309
synonym,04165301,06556902
varword,04165301,04165401
synonym,04165302,05013903
synonym,04165302,05058402
varword,04165302,04165402
varword,04165302,05013902
synonym,04165401,05013902
synonym,04165401,05058401
synonym,04165401,05098111
synonym,04165401,06664309
synonym,04165401,06556902
synonym,04165402,05013903
synonym,04165402,05058402
varword,04165402,05013902
varword,04165501,04165601
synonym,04165502,04165701
varword,04165502,04165602
synonym,04165602,04165701
synonym,04165901,06556901
antonym,04166101,05230703
antonym,04166101,07052702
varword,04166101,09308301
antonym,04166101,06728901
synonym,05000202,07021701
varword,05000202,05011001
varword,05000201,05011001
hypernym,05000301,pwn_00025612V
hypernym,05000603,06667101
hypernym,05000604,06667101
hypernym,05000605,06667101
hypernym,05000606,06667101
synonym,04086901,05238701
synonym,04086901,05175201
synonym,04086901,05017101
synonym,04086901,05029401
synonym,04086901,05001602
synonym,04086901,05029201
synonym,04086901,05219701
synonym,04086901,07103201
synonym,04086901,09280201
synonym,05000701,07071901
synonym,05000701,05194701
synonym,05001001,07062404
synonym,05001401,05098601
synonym,05001402,05098602
synonym,05001403,05098603
synonym,05001404,05098604
antonym,05001405,07009803
synonym,05001405,05097402
antonym,05001406,07009804
synonym,05001406,05097401
synonym,05001501,07057306
synonym,05001602,05017101
synonym,05001602,05029401
synonym,05001602,05175201
synonym,05001602,05029201
synonym,05001602,05219701
synonym,05001602,05238701
synonym,05001602,07103201
synonym,05001602,09280201
antonym,05002001,06031001
antonym,05002001,05227209
antonym,05002001,07103501
synonym,05002001,05227106
antonym,05002001,05166201
synonym,05002101,06750001
synonym,05002102,06750002
synonym,05002102,07067501
synonym,05002102,07050902
synonym,05002102,09196402
synonym,05002102,06586001
synonym,05002102,06654401
antonym,05002103,05058903
synonym,05002103,06600701
synonym,05002104,06750003
synonym,05002105,05109904
synonym,05002105,06750004
hyponym,04010201,05170201
synonym,04010201,07059401
hyponym,04010202,06642801
synonym,04010203,05042402
synonym,04010203,05170202
synonym,04010203,07059403
synonym,04010204,05170203
synonym,04010204,07041403
synonym,04010204,07059404
synonym,04010206,05171202
synonym,04010206,05133802
synonym,04010206,05170204
synonym,04010206,07041405
synonym,04010206,07059405
synonym,04010207,05171201
synonym,04010207,05159701
synonym,04010207,05183901
synonym,04010207,05133801
synonym,04010207,06008211
synonym,04010207,05121907
synonym,04010207,07059406
synonym,04010207,06632401
synonym,04010208,05171203
synonym,04010208,05133803
synonym,04010208,05121908
synonym,04010209,05170205
synonym,04010209,07059407
varword,04010210,05186201
hyponym,04004501,06667501
synonym,04004501,06755201
synonym,04004501,07074701
synonym,04004501,09186103
synonym,04004502,06596301
varword,04004502,06667502
synonym,04004502,06529201
synonym,04004503,06020203
synonym,04004504,06596302
synonym,04004504,06517401
synonym,04004504,07087601
synonym,04004508,05197701
synonym,04004509,05197702
hypernym,04004510,05201101
hypernym,04004510,05047203
hypernym,04004510,05090508
hypernym,04004510,05201202
synonym,04004902,06620001
synonym,04004904,06757103
synonym,05002401,07047902
synonym,05002701,05123601
synonym,05002701,05143501
synonym,05002701,05168401
synonym,05002701,06751101
synonym,05002703,06774403
synonym,05002705,05168402
synonym,05002705,05123602
synonym,05002901,09289301
synonym,05002901,05156201
synonym,05002902,09289302
synonym,05002902,05156202
synonym,05002909,06648908
synonym,05002909,06687101
synonym,05002910,06702007
synonym,05002910,09152305
hypernym,05002910,pwn_00063646V
varword,05002910,06687101
synonym,05002904,05129402
synonym,05002904,05066201
synonym,05002904,06005706
synonym,05002904,06757303
synonym,05002904,07007505
synonym,05002904,06661701
synonym,05002904,06635006
synonym,05002904,06651509
synonym,05002903,06635003
hypernym,05002906,pwn_01864132V
hyponym,05002906,pwn_00540576V
synonym,05002905,06602102
hypernym,05002905,pwn_01560664V
hyponym,05002301,pwn_03990394N
hyponym,05002301,pwn_03983517N
synonym,05002303,06626902
synonym,05002304,06626903
nearsynonym,05002305,06650701
nearsynonym,05002305,06789602
nearsynonym,05002305,06537802
nearsynonym,05002305,06612707
hypernym,05002305,pwn_04597590N
hyponym,05003001,07000901
hyponym,05003001,07015001
hypernym,05003001,06677901
synonym,05003002,07000902
synonym,05003002,07015002
synonym,05003101,05176201
synonym,05003101,06723001
synonym,05003202,05005302
nearsynonym,05003202,pwn_04729537N
hyponym,05003203,pwn_00606523V
synonym,05003204,05005304
synonym,05003204,05212408
synonym,05003204,05214107
nearsynonym,05003204,pwn_00560756V
nearsynonym,05003205,pwn_00520277V
nearsynonym,05003206,pwn_00471542V
synonym,05003301,05040101
synonym,05003501,07046707
synonym,05003701,05051303
synonym,05003701,05043701
synonym,05003701,05113601
synonym,05003701,07101508
synonym,05003701,06541709
synonym,05003701,06664803
varword,05003701,09201101
varword,05003701,06746301
synonym,05003701,06685412
synonym,05003701,07036801
synonym,05003701,06559101
nearsynonym,05003801,06554305
synonym,05004102,07063303
synonym,05004401,05017303
synonym,05004401,06760706
synonym,05004401,06517327
synonym,05004403,06517329
synonym,05004403,07075108
antonym,05004501,05007501
synonym,05004501,06723902
synonym,05004501,05017306
synonym,05004701,07066301
synonym,05004701,06709904
antonym,05004701,05100401
antonym,05004701,06764901
antonym,05004702,05100403
synonym,05004702,07066302
synonym,05004702,07047202
antonym,05004703,05100404
synonym,05004703,07066303
synonym,05004703,07047203
nearsynonym,05004703,pwn_01068914A
antonym,05004704,05100405
synonym,05004704,07066304
synonym,05004704,07047204
hyponym,05004704,pwn_01517836A
hyponym,05004704,pwn_00116264A
hyponym,05004704,pwn_01620591A
antonym,05004705,05100406
antonym,05004705,06764902
synonym,05004705,07066305
antonym,05004706,05100407
synonym,05004706,07066306
hypernym,05004706,pwn_01069737A
antonym,05004707,05100408
antonym,05004708,05100411
antonym,05004709,05100412
antonym,05004710,05100415
antonym,05004711,05100416
synonym,05004711,07066307
nearsynonym,05004901,07102801
nearsynonym,05004901,06559201
nearsynonym,05004901,08019101
nearsynonym,05004902,07102802
nearsynonym,05004902,06559201
nearsynonym,05006601,06777301
nearsynonym,05006601,07110001
nearsynonym,05006601,06032701
nearsynonym,05006601,06027401
synonym,05002601,06771803
synonym,05002601,05145006
synonym,05002601,06703101
synonym,05002601,07029702
hyponym,05002601,05161301
hyponym,05002601,05161001
hyponym,05002601,06792101
hyponym,05002601,06663201
hyponym,05002601,06664001
hyponym,05002601,06665001
hyponym,05002601,07087204
hyponym,05002601,06655501
hyponym,05002601,06667701
hyponym,05002601,06606001
hypernym,05002601,06760004
hyponym,05002601,06633401
antonym,05002603,05140102
synonym,05007401,05139601
synonym,05007401,05099701
antonym,05007501,06723902
antonym,05007501,05017306
synonym,05007502,05016701
synonym,05007502,05136001
synonym,05007605,07071309
synonym,05007605,05148204
hyponym,05007606,06790001
antonym,05007701,06741501
synonym,05007701,06652101
synonym,05007701,06664501
antonym,05007702,06741502
synonym,05007702,06770301
synonym,05007702,06664502
synonym,05007702,06652102
synonym,05007702,07027002
synonym,05007703,06664503
synonym,05007703,06652103
antonym,05007704,06741503
synonym,05007704,06770303
synonym,05007704,06664504
synonym,05007704,06652104
synonym,05007801,06673101
variant,05007903,05008001
synonym,05008101,06551301
synonym,05008101,07114201
synonym,05008105,05147602
hypernym,05008201,05213501
nearsynonym,05005302,pwn_04729537N
hypernym,05005302,06579401
hyponym,05005303,pwn_00606523V
synonym,05005304,05212408
synonym,05005304,05214107
nearsynonym,05005304,pwn_00560756V
nearsynonym,05005305,pwn_00520277V
hypernym,05005307,pwn_00563537V
synonym,05005308,05209002
nearsynonym,05005308,pwn_05406019N
synonym,05013301,05196201
synonym,05013301,05095904
synonym,05013301,05128201
synonym,05013301,05196501
synonym,05013301,06614201
synonym,05013301,06751601
synonym,05013301,05143703
synonym,05013801,06636904
varword,05013801,05013201
synonym,05013802,06560202
synonym,05013802,06041104
synonym,05013802,05013202
varword,05013803,05013203
synonym,05013902,05058401
synonym,05013902,06664309
synonym,05013902,05098111
synonym,05013902,06556902
synonym,05013903,05058402
synonym,05014001,09291002
synonym,05014001,09301402
synonym,05014001,09229903
varword,05014001,05138802
synonym,05014001,09290901
synonym,05014001,07075502
synonym,05014001,07097901
synonym,05014101,07018001
hypernym,05015801,pwn_07075378N
antonym,05016101,05101901
synonym,05016201,05172202
varword,05016201,05153301
antonym,05016301,05239302
synonym,05016301,05045002
nearsynonym,05016601,pwn_00152847A
synonym,05016701,05136001
hypernym,05016701,pwn_00024081R
antonym,05016801,06549001
nearsynonym,05016901,pwn_06363890N
hypernym,05017001,pwn_07127521N
hypernym,05017001,05186501
synonym,05017002,05173101
hypernym,05017002,pwn_07574321N
synonym,05017101,05029401
synonym,05017101,05175201
synonym,05017101,05029201
synonym,05017101,05219701
synonym,05017101,05238701
synonym,05017101,07103201
synonym,05017101,09280201
antonym,05017301,05223001
synonym,05017301,07072001
synonym,05017301,06760701
antonym,05017301,09288901
antonym,05017301,07081901
antonym,05017301,08023001
synonym,05017302,07072006
synonym,05017303,06760706
synonym,05017303,06517327
synonym,05017304,06515501
synonym,05017305,06600702
synonym,05017306,06723902
hyponym,05017501,05174601
hyponym,05017501,05052101
synonym,05017501,05147401
synonym,05017602,07045203
hypernym,05017602,07000202
synonym,05017602,05070901
antonym,05017802,06504902
synonym,05017802,08020906
synonym,05017802,06513502
antonym,05017802,06601601
varword,05017901,06045601
synonym,05017902,06050201
synonym,05017902,06050301
varword,05017902,06045602
synonym,05018201,05053301
synonym,05018201,05150601
synonym,05018201,05174501
synonym,05018201,05129001
synonym,05018201,05056401
synonym,05018201,05056901
synonym,05018201,05079301
synonym,05018201,05119904
synonym,05018201,05033703
synonym,05018201,05178001
synonym,05018201,09250802
hypernym,05018401,pwn_01697572V
synonym,05018501,05230706
synonym,05018501,06701604
synonym,05018501,06043701
synonym,06025901,05069201
synonym,06025901,05189001
nearsynonym,05018801,pwn_01662020V
synonym,05019601,06609501
synonym,05019601,06688201
synonym,05019602,06609502
synonym,05019602,06688202
hypernym,05019901,pwn_01442930V
synonym,05020301,05174701
synonym,05020301,05078601
synonym,05020301,05109908
synonym,05020301,05000101
synonym,05020301,05077301
synonym,05020301,05203401
synonym,05020301,06043005
synonym,05020301,05200901
synonym,05020301,05126001
synonym,05020301,06039501
synonym,05020301,05069707
synonym,05020301,05033901
synonym,05020301,05035214
synonym,05020301,06731506
synonym,05020301,07069804
synonym,05020301,06683806
synonym,05020301,07069612
synonym,05020301,09198203
varword,05020301,05035201
varword,05020301,07006301
synonym,05020401,05164001
hyponym,05020501,06581501
hyponym,05020501,05108401
hyponym,05020501,05095714
synonym,05020501,05198401
varword,05020501,05096101
synonym,05020502,05152602
synonym,05020502,05121201
varword,05020502,05096102
synonym,05020801,05238203
synonym,05020801,09234302
nearsynonym,05020801,pwn_02317205A
synonym,05020901,06544902
synonym,05020901,06761901
synonym,05020901,06672101
synonym,05020902,06515402
synonym,05020902,06544904
synonym,05021001,07024003
synonym,05021101,06719301
varword,05021201,06539201
synonym,05021301,05229172
synonym,05021301,06566104
synonym,05021301,06592103
synonym,05021602,05143201
synonym,05021602,05230816
synonym,05021602,07071004
synonym,05021602,08020704
synonym,05021602,06568701
hypernym,05021701,pwn_01405887V
antonym,05021801,05052102
antonym,05021801,05142001
antonym,05021801,07018903
synonym,05021801,05168901
synonym,05021801,05141601
synonym,05021801,06708703
nearsynonym,05022401,05085501
nearsynonym,05022401,05036301
nearsynonym,05022401,05132801
nearsynonym,05022401,06696001
nearsynonym,05022401,06561201
nearsynonym,05022401,06669301
nearsynonym,05022401,05108301
nearsynonym,05022402,05085502
nearsynonym,05022402,05036302
nearsynonym,05022402,05132802
nearsynonym,05022402,06696002
nearsynonym,05022402,06561202
nearsynonym,05022402,06669302
nearsynonym,05022402,05108302
nearsynonym,05022403,05085503
nearsynonym,05022403,05036303
nearsynonym,05022403,05132803
nearsynonym,05022403,06696003
nearsynonym,05022403,06561203
nearsynonym,05022403,06669303
nearsynonym,05022403,05108303
synonym,05023001,05192701
synonym,05023001,05219201
synonym,05023001,05162503
synonym,05023001,05161701
synonym,05023001,05156701
synonym,05023001,05052701
synonym,05023002,05052702
synonym,05023301,06051201
varword,05023301,05124701
synonym,05023302,06051202
varword,05023302,05124702
varword,05023501,05223801
hypernym,05023501,06716101
antonym,05023502,05223802
antonym,05023502,07078701
antonym,05023502,06510704
antonym,05023502,09176602
antonym,05023502,09280002
synonym,05023502,07008901
synonym,05023502,07060509
antonym,05023503,05223803
synonym,05023507,05051301
nearsynonym,05023507,pwn_01720130A
antonym,05023509,05223801
hyponym,05023510,pwn_05540129N
synonym,05023511,06588211
nearsynonym,05023511,pwn_00267044R
varword,05023511,06588210
synonym,05023513,06709908
nearsynonym,05023514,05193419
synonym,05023601,05191901
nearsynonym,05023601,pwn_00016274R
varword,05023601,05041401
synonym,05023602,05013001
synonym,05023602,05115701
synonym,05023602,05062301
synonym,05023602,05191902
synonym,05023602,05041404
nearsynonym,05023602,pwn_00016468R
synonym,05024101,05218701
hypernym,05024301,06694501
synonym,05024401,06732201
hypernym,05024401,06765601
synonym,06051201,05124701
synonym,06051202,05124702
synonym,05024701,06649901
synonym,05024701,06627101
nearsynonym,05025001,pwn_02186961A
synonym,05025001,05117602
synonym,05025002,05130102
hyponym,05025101,05135001
hyponym,05025101,05133401
synonym,05025101,05182301
synonym,05025101,06665801
synonym,05025101,06532601
hyponym,05025102,05135002
hyponym,05025102,05133402
synonym,05025102,05182302
synonym,05025102,06576315
synonym,05025102,06532602
varword,05025301,05216501
nearsynonym,05025401,pwn_00006065R
synonym,05025402,05096205
nearsynonym,05025402,pwn_00006065R
synonym,05025404,05052801
synonym,05025405,05052802
hypernym,05025501,pwn_00235191V
synonym,05025701,05216901
synonym,05025702,05216902
hypernym,05026001,pwn_00337013V
hypernym,05026201,14261901
synonym,05026202,05218802
antonym,05026501,pwn_01369399V
synonym,05026701,05087901
synonym,05026701,05043201
synonym,05026701,05174801
synonym,05026901,09303601
synonym,05026901,07023708
holonym,05026901,06739702
synonym,05026902,06555501
synonym,05026902,07023709
hypernym,05026902,pwn_09553349N
hypernym,05026902,06520901
synonym,05026903,10001701
synonym,05026903,07023710
holonym,05026903,06739702
synonym,05026904,09303602
synonym,05026904,07023711
synonym,05027101,05135701
hyponym,05027401,pwn_03019737N
hypernym,05027401,06719501
synonym,05027601,05229201
hypernym,05027601,13631801
synonym,05027801,07039901
hypernym,05027801,pwn_02323900N
hypernym,05027801,10001001
hypernym,05027803,14584101
hyponym,05027901,07032402
hypernym,05027901,14337502
synonym,05028001,06779001
synonym,05028001,06596701
hypernym,05028001,pwn_03483734N
hypernym,05028001,06529801
synonym,05028002,06779002
synonym,05028002,06596702
hypernym,05028002,06604401
nearsynonym,05028402,pwn_01435658A
synonym,05028502,06520801
varword,05028601,06719501
synonym,05028701,05216601
synonym,05028702,05216602
antonym,05028801,05013101
antonym,05028801,05140301
antonym,05028801,06046701
antonym,05028801,06625007
synonym,05028801,05162003
hypernym,05028801,pwn_01417117A
antonym,05028802,05140302
hypernym,05028802,pwn_01417117A
antonym,05028803,05013102
antonym,05028803,05140303
synonym,05028803,05162004
hypernym,05028803,pwn_00865075N
antonym,05028804,05013103
antonym,05028804,05140304
synonym,05028804,05162005
synonym,05028804,07050211
synonym,05028901,06538812
hypernym,05029001,pwn_07127521N
hypernym,05029002,pwn_07127521N
synonym,05029201,05238701
synonym,05029201,05175201
synonym,05029201,05219701
synonym,05029201,05029401
synonym,05029201,07103201
synonym,05029201,09280201
synonym,05029401,05175201
synonym,05029401,05238701
synonym,05029401,05219701
synonym,05029401,07103201
synonym,05029401,09280201
hypernym,05029501,06788707
hypernym,05029501,pwn_07258194N
synonym,05029601,05159901
synonym,05029601,05224701
synonym,05029601,05097701
synonym,05029601,07081501
synonym,05029601,05033601
synonym,05029601,07013002
synonym,05029603,05159903
synonym,05029603,05224703
synonym,05029603,05097703
synonym,05029603,07081503
varword,05029603,07081501
synonym,05029604,05159904
synonym,05029604,05224704
synonym,05029604,05097704
synonym,05029604,07081504
varword,05029604,07081501
synonym,05029605,05159905
synonym,05029605,05224705
synonym,05029605,05097705
synonym,05029605,07081505
varword,05029605,07081501
synonym,05029901,05109702
synonym,05029901,06759202
synonym,05029901,06543506
synonym,05030001,05046502
synonym,05030001,05096001
synonym,05030001,07048701
synonym,05030101,05032301
synonym,05030101,05058101
synonym,05030101,05104001
synonym,05030101,06030812
synonym,05030101,05173301
synonym,05030101,07038008
synonym,05030101,07030506
synonym,05030101,06710207
hypernym,05030201,05060801
synonym,05030301,09279001
synonym,05030401,05201501
synonym,05030401,05150101
synonym,05030401,05157901
synonym,05030501,05053102
varword,05030702,06522301
varword,05030703,06522301
synonym,05030703,06522302
antonym,05030704,08020904
synonym,05030901,05154101
synonym,05031301,07050501
synonym,05031401,05234101
synonym,05031401,05092001
synonym,05031401,05068001
synonym,05031401,05061901
synonym,05031401,05108101
synonym,05031401,06053401
synonym,05031401,05150801
synonym,05031401,06780401
synonym,05031401,06560209
synonym,05031401,06537910
nearsynonym,05031501,pwn_04382865N
synonym,05031502,05152801
synonym,05031801,07055806
synonym,05031802,05091001
synonym,05031901,05131401
synonym,05032301,05058101
synonym,05032301,05104001
synonym,05032301,06030812
synonym,05032301,05173301
synonym,05032301,07038008
synonym,05032301,07030506
synonym,05032301,06710207
hypernym,05032501,05238901
hypernym,05032501,06508101
hypernym,05032601,pwn_00604655V
varword,05032601,06529401
synonym,05032601,06009701
synonym,05032601,05074701
hypernym,05032701,05129401
synonym,05032901,07092301
varword,05032901,06784501
varword,05032902,06784502
varword,05032903,06784503
varword,05032904,06784504
varword,05032905,06784505
varword,05032906,06784506
varword,05032907,06784507
synonym,05033001,06761401
synonym,05033401,05196901
synonym,05033401,06001801
synonym,05033401,05124303
synonym,05033401,06020303
nearsynonym,05033402,07103901
nearsynonym,05033402,07104001
nearsynonym,05033402,06567909
nearsynonym,05033402,07066401
nearsynonym,05033402,08020201
nearsynonym,05033402,09284301
nearsynonym,05033402,09242201
nearsynonym,05033402,06586501
nearsynonym,05033402,09281601
nearsynonym,05033402,09272701
nearsynonym,05033402,09272801
nearsynonym,05033402,09272901
nearsynonym,05033402,09273001
nearsynonym,05033402,09273101
nearsynonym,05033402,06685401
nearsynonym,05033402,06605701
nearsynonym,05033402,06514405
nearsynonym,05033402,05033704
nearsynonym,05033402,06564301
nearsynonym,05033402,07075001
nearsynonym,05033402,08020101
nearsynonym,05033402,06777401
nearsynonym,05033402,06623504
nearsynonym,05033402,06027501
nearsynonym,05033402,06588609
nearsynonym,05033501,pwn_00562446V
synonym,05033601,05159901
synonym,05033601,05224701
synonym,05033601,05097701
synonym,05033601,07081501
synonym,05033601,07013002
synonym,05033602,05157801
synonym,05033702,06526901
synonym,05033702,06689301
synonym,05033703,05150601
synonym,05033703,05056401
synonym,05033703,05053301
synonym,05033703,05129001
synonym,05033703,05119904
synonym,05033703,05174501
synonym,05033703,05056901
synonym,05033703,05079301
synonym,05033703,05178001
synonym,05033703,09250802
nearsynonym,05033704,07103901
nearsynonym,05033704,07104001
nearsynonym,05033704,06567909
nearsynonym,05033704,07066401
nearsynonym,05033704,08020201
nearsynonym,05033704,09284301
nearsynonym,05033704,09242201
nearsynonym,05033704,06586501
nearsynonym,05033704,09281601
nearsynonym,05033704,09272701
nearsynonym,05033704,09272801
nearsynonym,05033704,09272901
nearsynonym,05033704,09273001
nearsynonym,05033704,09273101
nearsynonym,05033704,06685401
nearsynonym,05033704,06605701
nearsynonym,05033704,06514405
nearsynonym,05033704,06564301
nearsynonym,05033704,07075001
nearsynonym,05033704,08020101
nearsynonym,05033704,06777401
nearsynonym,05033704,06623504
nearsynonym,05033704,06027501
nearsynonym,05033704,06588609
synonym,05033801,06735401
synonym,05033901,05174701
synonym,05033901,05078601
synonym,05033901,05109908
synonym,05033901,05000101
synonym,05033901,05077301
synonym,05033901,05203401
synonym,05033901,06043005
synonym,05033901,05200901
synonym,05033901,05126001
synonym,05033901,06039501
synonym,05033901,05069707
synonym,05033901,05035214
synonym,05033901,06731506
synonym,05033901,07069804
synonym,05033901,06683806
synonym,05033901,07069612
synonym,05033901,09198203
synonym,05034001,06715608
synonym,05034001,06624801
synonym,05034001,06666301
synonym,05034002,05050105
synonym,05034002,05050101
synonym,05034002,06584512
synonym,05034003,06624803
synonym,05034003,06715609
synonym,05034004,06624804
synonym,05034004,06666304
synonym,05034004,06715610
synonym,05034005,06601401
synonym,05034006,06624805
synonym,05034008,06624807
synonym,05034011,06624808
synonym,05034012,06675701
varword,05034016,07045201
synonym,05034101,05057501
synonym,05034401,05069301
varword,05034401,05037401
synonym,05034501,05058501
synonym,05034501,07038901
synonym,05035001,05169101
antonym,05035201,06725001
antonym,05035201,05042201
antonym,05035203,06725004
antonym,05035203,05224108
antonym,05035203,06651502
synonym,05035203,05233702
synonym,05035203,07050304
antonym,05035203,06030701
antonym,05035204,06725005
synonym,05035204,07050302
antonym,05035205,06725006
synonym,05035206,06701422
varword,05035207,06725007
antonym,05035208,06725008
antonym,05035209,06725013
antonym,05035210,06725014
synonym,05035211,06701423
hypernym,05035211,05073301
hypernym,05035211,05158901
synonym,05035214,05069707
synonym,05035214,05126001
synonym,05035214,06039501
synonym,05035214,05200901
synonym,05035214,05203401
synonym,05035214,05077301
synonym,05035214,06043005
synonym,05035214,05174701
synonym,05035214,05078601
synonym,05035214,05109908
synonym,05035214,05000101
synonym,05035214,06731506
synonym,05035214,07069804
synonym,05035214,06683806
synonym,05035214,07069612
synonym,05035214,09198203
