No.,Subject,Grade,Year,Publisher,Type,Lesson,Title,Content
D001,國語,6下,91,國立編譯館,text,1,生活處處美,生活-06743601(Na) 處處(D) 美餐桌(Na) 上-04081301(Ncd) 的-07023401(DE) 美人(Na) 晚餐(Na) 時-03038501(Ng) 媽媽-06721801(Na) 做-06664301(VC) 了-04005201(Di) 她-05124901(Nh) 的-07023408(DE) 拿手(Nv) 好-04157701(VH) 菜-06703602(Na) —(DASHCATEGORY) 糖醋(Na) 里肌(Na) ，(COMMACATEGORY) 材料-06767301(Na) 除了-04019801(P) 裹(VC) 粉油(Na) 炸成(VG) 金黃色(Na) 的-07023408(DE) 瘦肉(Na) ，(COMMACATEGORY) 還-05002703(D) 有-04013803(V_2) 鮮綠(VH) 的-07023408(DE) 青椒(Na) 、(PAUSECATEGORY) 澄黃(VH) 的-07023408(DE) 鳳梨片(Na) 和-04156201(Caa) 勾芡(VC) 的-07023408(DE) 紅色(Na) 番茄醬(Na) 甜-06755904(VH) 汁-07052203(Na) 。(PERIODCATEGORY) 四溢(VH) 的-07023408(DE) 香味(Na) 、(PAUSECATEGORY) 漂亮-03032301(VH) 的-07023401(DE) 顏色-06716101(Na) ，(COMMACATEGORY) 以及-04001001(Caa) 盤子-04061601(Na) 上-04081301(Ncd) 一-05224201(Neu) 朵-04145401(Nf) 蝴蝶蘭(Na) 的-07023403(DE) 修飾(Nv) ，(COMMACATEGORY) 真-05100413(D) 是-09250101(SHI) 賞心悅目(VH) ，(COMMACATEGORY) 引得-06043801(VL) 我們-05224801(Nh) 食指(Na) 大動(VAC) 。(PERIODCATEGORY) 而-04000802(Cbb) 酸酸(VH) 甜甜(VH) 、(PAUSECATEGORY) 滑滑(VH) 嫩嫩(VH) 的-07023408(DE) 滋味(Na) ，(COMMACATEGORY) 讓-04010502(VL) 每-03028201(Nes) 個-06533603(Nf) 人-05231101(Na) 忍不住-04143001(VL) 都-05196903(D) 多-03010605(D) 吃-05227001(VC) 了-05003602(Di) 一-05224201(Neu) 碗-04157502(Nf) 飯-06519903(Na) ，(COMMACATEGORY) 連-05041404(Cbb) 想要-06580001(VE) 減肥-06711301(VA) 的-07023406(DE) 姊姊-06784101(Na) 也-06774601(D) 不-04002001(D) 例外(VH) 。(PERIODCATEGORY) 爸爸-06557701(Na) 說-05212401(VE) ：(COLONCATEGORY) 「(PARENTHESISCATEGORY) 媽媽-06721801(Na) 今天-07024601(Nd) 做-06664301(VC) 的-07023408(DE) 糖醋(Na) 里肌(Na) ，(COMMACATEGORY) 可-08058402(D) 說-05212406(VE) 是-07023505(SHI) 我們-05224801(Nh) 家-06708301(Nc) 餐桌(Na) 上-04081301(Ncd) 的-07023401(DE) 大-05227201(VH) 美人(Na) 。(PERIODCATEGORY) 」(PARENTHESISCATEGORY) 媽媽-06721801(Na) 笑-05231301(VA) 著-04005101(Di) 問-03045001(VE) ：(COLONCATEGORY) 「(PARENTHESISCATEGORY) 那-04020106(Dk) 我-05238701(Nh) 是-07023505(SHI) 什麼-05224701(Nep) ？(QUESTIONCATEGORY) 」(PARENTHESISCATEGORY) 「(PARENTHESISCATEGORY) 當然-05196401(D) 是-07023505(SHI) 我們-05224801(Nh) 家-06708301(Nc) 永遠-05099601(VH) 的-07023402(DE) 第一(Neu) 美人(Na) ！(EXCLANATIONCATEGORY) 」(PARENTHESISCATEGORY) 把-05000603(P) 雲朵(Na) 穿-06554305(VC) 在-04015710(P) 身-07025105(Na) 上-04081301(Ncd) 老師-06667701(Na) 穿-06554305(VC) 了-05003602(Di) 一-05224201(Neu) 件-06585802(Nf) 新-05237902(VH) 衣裳(Na) ，(COMMACATEGORY) 底色(Na) 是-09250101(SHI) 晶瑩(VH) 的-07023408(DE) 藍-06012602(VH) ，(COMMACATEGORY) 不-04002001(D) 規則-06576202(VH) 的-07023401(DE) 白色(Na) 色塊(Na) 很-05172901(Dfa) 藝術-06559002(VH) 的-09002801(DE) 點綴(VC) 著-04005101(Di) 。(PERIODCATEGORY) 上課-06634902(VA) 時-03038501(Ng) 老師-06667701(Na) 顯得-05147301(VK) 分外-05153301(Dfa) 有-04013802(V_2) 精神-06639204(Na) ，(COMMACATEGORY) 不但-04030301(Cbb) 笑容(Na) 甜美(VH) ，(COMMACATEGORY) 而且-04159601(Cbb) 聲音-04153201(Na) 清亮(VH) ，(COMMACATEGORY) 都-05196901(D) 聽-05226302(VE) 得-09003201(DE) 很-05172901(Dfa) 入迷-03036701(VI) 。(PERIODCATEGORY) 下課(VH) 時-03038501(Ng) ，(COMMACATEGORY) 毛毛(Nb) 問-03045001(VE) 我-05238701(Nh) ：(COLONCATEGORY) 「(PARENTHESISCATEGORY) 你-05238601(Nh) 有沒有-04007002(D) 覺得-05209202(VK) 老師-06667701(Na) 今天-07024601(Nd) 特別-06640301(VH) 好看(VH) ？(QUESTIONCATEGORY) 」(PARENTHESISCATEGORY) 我-05238701(Nh) 說-05212401(VE) ：(COLONCATEGORY) 「(PARENTHESISCATEGORY) 對-04017501(VH) 呀-04020808(T) ！(EXCLANATIONCATEGORY) 」(PARENTHESISCATEGORY) 「(PARENTHESISCATEGORY) 為什麼-03044901(D) 呢-04021001(T) ？(QUESTIONCATEGORY) 」(PARENTHESISCATEGORY) 毛毛(Nb) 又-04000903(D) 問-03045001(VE) 。(PERIODCATEGORY) 我-05238701(Nh) 還-05002706(D) 來不及-05045001(D) 回答-04160701(VE) ，(COMMACATEGORY) 玲瓏(Nb) 已經-06614001(D) 接-06657912(VC) 話(Na) ：(COLONCATEGORY) 「(PARENTHESISCATEGORY) 因為-05234001(Cbb) 老師-06667701(Na) 把-04011703(P) 雲朵(Na) 穿-06554305(VC) 在-04015706(P) 身-07025101(Na) 上-04081301(Ncd) 啊-04010007(T) ！(EXCLANATIONCATEGORY) 」(PARENTHESISCATEGORY) 天天-03041801(D) 和-04156205(P) 花-05229001(Na) 相遇(VA) 放學(VH) 回家-06581901(VA) ，(COMMACATEGORY) 發現-06640603(VE) 客廳(Nc) 茶几(Na) 上-04081301(Ncd) 有-04013803(V_2) 一-05224201(Neu) 金-04073703(Na) 新-05237902(VH) 插-06699701(VC) 的-07023408(DE) 花-05229001(Na) 。(PERIODCATEGORY) 淡淡(VH) 的-07023408(DE) 香氣(Na) ，(COMMACATEGORY) 是-07023505(SHI) 香水(Na) 百合(Na) 散發出來(VC) 的-07023408(T) 。(PERIODCATEGORY) 是-07023505(SHI) 媽媽-06721801(Na) 的-07023402(DE) 傑作(Na) 嗎-07024301(T) ？(QUESTIONCATEGORY) 媽媽-06721801(Na) 說-05212401(VE) ：(COLONCATEGORY) 「(PARENTHESISCATEGORY) 你-05238602(Nh) 姊姊-06784101(Na) 在-04015704(VH) 學-06557801(VC) 插花(VA) ，(COMMACATEGORY) 成果-06554801(Na) 很-05172901(Dfa) 不錯-09254901(VH) 吧-04020903(T) ？(QUESTIONCATEGORY) 」(PARENTHESISCATEGORY) 姊姊-06784101(Na) 開心-14422201(VH) 的-09002801(DE) 說-05212401(VE) ：(COLONCATEGORY) 「(PARENTHESISCATEGORY) 上-04081312(Nes) 個-07011203(Nf) 月-05229203(Na) ，(COMMACATEGORY) 我們-05224801(Nh) 辦公室-06718502(Nc) 有-04013803(V_2) 人-05231101(Na) 送來-04108001(VD) 一-05224201(Neu) 盆-07041303(Nf) 花-05229001(Na) ，(COMMACATEGORY) 大家-05196701(Nh) 的-09002801(DE) 工作-06771802(Na) 情緒-06745601(Na) 就-05198303(D) 突然-04161401(D) 變-04122603(VH) 得-09003201(DE) 高昂(VH) 起來-04004910(Di) 。(PERIODCATEGORY) 我-05238701(Nh) 因此-06668201(Cbb) 想到-06002903(VE) ，(COMMACATEGORY) 如果-05234101(Cbb) 讓-04010501(VL) 我們-05224801(Nh) 天天-03041801(D) 和-04156204(P) 花-05229001(Na) 相遇(VA) ，(COMMACATEGORY) 讓-04010501(VL) 家-06708303(Nc) 裡-04086804(Ncd) 增添-14614401(VC) 一點-03049101(Neqa) 新鮮(VH) 的-07023401(DE) 色彩-06677201(Na) 和-04156201(Caa) 芬芳(VH) 的-07023401(DE) 香氣(Na) ，(COMMACATEGORY) 家-06708301(Nc) 裡-04086804(Ncd) 的-07023402(DE) 情調(Na) 就-05198301(D) 會-04143406(D) 更-09250802(D) 美好-06573801(VH) 。(PERIODCATEGORY) 」(PARENTHESISCATEGORY) 「(PARENTHESISCATEGORY) 天天-03041801(D) 和-04156204(P) 花-05229001(Na) 相遇(VA) ？(QUESTIONCATEGORY) 」(PARENTHESISCATEGORY) 爸爸-06557701(Na) 稱讚-14362801(VE) 姊姊-06784101(Na) ：(COLONCATEGORY) 「(PARENTHESISCATEGORY) 你-05238602(Nh) 也-06774603(D) 可以-06715202(D) 寫-06721504(VC) 詩-06606101(Na) 了-05003602(T) 。(PERIODCATEGORY) 」(PARENTHESISCATEGORY) 腳踏車(Na) 是-07023505(SHI) 爸爸-06557704(Na) 的-07023402(DE) 臉-06663901(Na) 爸爸-06557704(Na) 又-04000903(D) 在-04015710(D) 擦洗(VC) 他-05238501(Nh) 那-04020101(Nep) 二(Na) 輪-05131903(Nf) 寶車(Na) 。(PERIODCATEGORY) 每-03028201(Nes) 一-05224201(Neu) 星期-06575501(Na) ，(COMMACATEGORY) 爸爸-06557701(Na) 總-04037902(D) 有-04013803(V_2) 幾-09251201(Neu) 天-05225405(Nf) 要-06636905(D) 擦-05237103(VC) 一-06727305(D) 擦-05237103(VC) 他-05238502(Nh) 那-04020101(Nep) 輛-03027001(Nf) 寶貝(Na) 腳踏車(Na) 。(PERIODCATEGORY) 媽媽-06721801(Na) 打趣(VE) 的-07023407(DE) 說-05212401(VE) ：(COLONCATEGORY) 「(PARENTHESISCATEGORY) 那-04020103(Nep) 是-07023505(SHI) 你-05238602(Nh) 的-07023402(DE) 寶貝(Na) ！(EXCLANATIONCATEGORY) 你-05238601(Nh) 才-06726005(Da) 這麼-06530503(D) 照顧(VC) 它-05124801(Nh) 。(PERIODCATEGORY) 」(PARENTHESISCATEGORY) 爸爸-06557701(Na) 笑嘻嘻(VA) 的-09002801(DE) 回應(Nv) ：(COLONCATEGORY) 「(PARENTHESISCATEGORY) 不-04002001(D) 對-04017501(VH) ，(COMMACATEGORY) 不-04002001(D) 對-04017501(VH) ，(COMMACATEGORY) 龍龍(Nb) 才-06726005(Da) 是-07023505(SHI) 我-05238701(Nh) 的-07023402(DE) 寶貝(Na) 。(PERIODCATEGORY) 這-05223501(Nep) 輛-03027001(Nf) 腳踏車(Na) 啊-04010002(T) ，(COMMACATEGORY) 是-07023505(SHI) 我-05238701(Nh) 的-07023402(DE) 臉-06663901(Na) 。(PERIODCATEGORY) 」(PARENTHESISCATEGORY) 腳踏車(Na) 是-07023505(SHI) 爸爸-06557704(Na) 的-07023402(DE) 臉-06663901(Na) ？(QUESTIONCATEGORY) 這-05223503(Nep) 怎麼-04007202(D) 說-05212409(VE) 呢-04021001(T) ？(QUESTIONCATEGORY) 「(PARENTHESISCATEGORY) 你-05238601(Nh) 想-05047204(VE) ，(COMMACATEGORY) 車-06665203(Na) 是-07023505(SHI) 我-05238702(Nh) 的-07023408(T) ，(COMMACATEGORY) 它-05124801(Nh) 亮晃晃(VH) 的-07023401(DE) 多-03010606(Dfa) 好看(VH) ！(EXCLANATIONCATEGORY) 我-05238701(Nh) 騎-06626602(VC) 在-04015710(P) 上面-06692103(Ncd) 也-06774603(D) 顯得-05147301(VK) 有-04013802(V_2) 精神-06639204(Na) 。(PERIODCATEGORY) 別人-04090601(Nh) 看到-06667501(VE) 我-05238702(Nh) 的-07023402(DE) 車-06665203(Na) ，(COMMACATEGORY) 就-05198303(D) 想到-06002902(VE) 我-05238702(Nh) 的-07023402(DE) 人-05231111(Na) ，(COMMACATEGORY) 那-04020105(Nep) 該-05080401(D) 多-03010606(Dfa) 有-04013802(V_2) 面子(Na) ，(COMMACATEGORY) 所以-06751401(Cbb) 說-05212401(VE) 它-05124801(Nh) 是-07023505(SHI) 我-05238701(Nh) 的-07023402(DE) 臉-06663901(Na) 啊-04010007(T) ！(EXCLANATIONCATEGORY) 」(PARENTHESISCATEGORY) 這麼-06530503(D) 說來-05167901(D) ，(COMMACATEGORY) 我-05238702(Nh) 的-07023402(DE) 寶貝(Na) 鉛筆盒(Na) ，(COMMACATEGORY) 也-06774610(D) 是-07023505(SHI) 我-05238701(Nh) 的-07023402(DE) 臉-06663901(Na) 了-04005202(T) ？(QUESTIONCATEGORY)
D002,國語,6下,91,國立編譯館,text,2,梅樹飄香,五十多(Neu) 年-05229303(Nf) 前-03033712(Ng) 的-07023406(DE) 一-05224201(Neu) 天-05225405(Nf) ，(COMMACATEGORY) 天-05225401(Nc) 上-04081314(Ncd) 飄-05223301(VA) 著-04005101(Di) 細雨(Na) ，(COMMACATEGORY) 李梅樹(Nb) 走出(VCL) 三峽-14623701(Nc) 民生街(Nc) 李家(Nc) 老宅(Nc) ，(COMMACATEGORY) 穿過(VCL) 街-06675501(Na) 旁-06609301(Ncd) 的-07023408(DE) 小-05227101(VH) 巷-06509001(Na) ，(COMMACATEGORY) 走向-06599001(VCL) 祖師廟(Nc) 。(PERIODCATEGORY) 這-05223501(Nep) 座-05147906(Nf) 庇護(VC) 三峽-14623701(Nc) 移民(Na) 兩百多(Neu) 年-05229303(Nf) 的-07023402(DE) 祖師廟(Nc) ，(COMMACATEGORY) 最早-05191101(D) 是-09250101(SHI) 在-04015703(P) 清-07017001(Nd) 乾隆(Nd) 年間-14658401(Nd) 蓋-06702106(VC) 的-07023408(T) ，(COMMACATEGORY) 先後(Nd) 已經-06614001(D) 重建(VC) 過-05206001(Di) 兩-06051201(Neu) 次-05048202(Nf) 。(PERIODCATEGORY) 這-05223501(Nep) 回-03019008(Nf) 地方父老(Na) 請-06532304(VF) 他-05238501(Nh) 主持-06656901(VC) 整修(VC) 祖師廟(Nc) ，(COMMACATEGORY) 以-04014110(P) 目前-07023601(Nd) 殘破(VH) 的-07023407(DE) 程度-06610901(Na) ，(COMMACATEGORY) 實在-04038806(D) 不-04002001(D) 是-09250001(SHI) 重修(VC) 就-05198301(D) 能-04142902(D) 解決-06639601(VC) 的-07023407(T) ；(SEMICOLONCATEGORY) 但是-06614201(Cbb) 如果-05234101(Cbb) 回拒(VC) 了-04005201(Di) 這-05223501(Nep) 件-06585810(Nf) 事-06533004(Na) ，(COMMACATEGORY) 又-04000902(D) 覺得-05209202(VK) 對不起-06569801(VJ) 地方-06722203(Na) 父老(Na) ，(COMMACATEGORY) 實在-04038807(D) 有點-04046901(Dfa) 拿-04011206(VC) 不定(VH) 主意(Na) 。(PERIODCATEGORY) 李梅樹(Nb) 回想起(VE) 小時候-14658101(Nd) ，(COMMACATEGORY) 三天兩頭(D) 就-05198303(D) 往-04017102(P) 這裡-03055501(Ncd) 跑-04154108(VA) ，(COMMACATEGORY) 在-04015702(P) 廟-06596702(Na) 前-03033701(Ncd) 廣場-06552001(Nc) 上-04081314(Ncd) 玩耍(VA) 。(PERIODCATEGORY) 遇到-06578002(VC) 整修(VC) 廟宇-05028002(Na) 的-07023406(DE) 時候-06668101(Na) ，(COMMACATEGORY) 他-05238501(Nh) 經常-05075901(D) 會-04143406(D) 忘-05123202(VK) 了-04005201(Di) 玩耍(VA) ，(COMMACATEGORY) 凝神(D) 看-04004501(VC) 著-04005101(Di) 師傅(Na) 雕刻(Na) ，(COMMACATEGORY) 一塊塊(Neqa) 平淡-14582901(VH) 無奇(VH) 的-07023401(DE) 木頭(Na) ，(COMMACATEGORY) 在-04015710(P) 師傅(Na) 的-07023402(DE) 一-06727301(D) 雕-09004603(Nv) 一-06727301(D) 鑿(VC) 下-05005002(Ng) ，(COMMACATEGORY) 桃園(Nc) 三結義(Na) 、(PAUSECATEGORY) 曹操-06535901(Nb) 大宴(VC) 銅雀臺(Nc) 、(PAUSECATEGORY) 岳母(Na) 刺精忠(Nb) 等-04001106(Cab) 歷史-06613102(Na) 故事-05008501(Na) ，(COMMACATEGORY) 就-05198301(D) 活生生-05042204(A) 的-09002801(DE) 展現-06547802(VC) 在-04015710(P) 眼前-06764801(Nc) 。(PERIODCATEGORY) 那-04020101(Nep) 時候-06668101(Na) ，(COMMACATEGORY) 他-05238501(Nh) 總-04037901(D) 希望-06695301(VK) 有-04013806(P) 一-06727301(Neu) 天-05225405(Nf) 能-04142902(D) 把-04011703(P) 這些-05076801(Neqa) 歷史-06613102(Na) 人物-06636003(Na) 好好-04157101(VH) 的-09002801(DE) 畫下來(VB) 。(PERIODCATEGORY) 經過-06750002(VCL) 深思熟慮(VA) 後-03018210(Ng) ，(COMMACATEGORY) 李梅樹(Nb) 接受-06612605(VC) 了-04005201(Di) 這-05223501(Nep) 份-05171808(Nf) 艱辛(VH) 的-07023403(DE) 付託(Nv) 。(PERIODCATEGORY) 為-05010302(P) 了-05003602(Di) 長久-09290601(VH) 之-04090401(DE) 計-03020601(Na) ，(COMMACATEGORY) 他-05238503(Nh) 捨棄(VC) 不耐(VJ) 保存-06635003(VC) 的-07023407(DE) 傳統-06771002(VH) 彩繪(Na) ，(COMMACATEGORY) 堅持-06579001(VK) 全-05100806(Neqa) 用-04017401(VC) 雕刻(Na) ，(COMMACATEGORY) 以-04014101(P) 石-05230401(Na) 為-04012003(VG) 柱-07049301(Na) ，(COMMACATEGORY) 以-04014101(P) 木-07034902(Na) 為-04012003(VG) 頂-03010102(Na) ，(COMMACATEGORY) 修築(VC) 一-05224201(Neu) 座-05147906(Nf) 具有-06694401(VJ) 特色-06610001(Na) 的-07023401(DE) 精緻(VH) 廟宇-05028002(Na) 。(PERIODCATEGORY) 為-05010302(P) 了-05003602(Di) 保存-06635001(VC) 民間(Nc) 工藝(Na) ，(COMMACATEGORY) 李梅樹(Nb) 找-06558903(VC) 了-05003602(Di) 不少-04081201(Neqa) 優良(VH) 匠師(Na) 和-04156201(Caa) 雕刻(Na) 能手(Na) ，(COMMACATEGORY) 他-05238502(Nh) 的-07023402(DE) 作品-06612301(Na) 各-04033901(D) 具-05071901(VJ) 風貌(Na) ，(COMMACATEGORY) 對-04017506(P) 創作-06762302(Na) 也-06774601(D) 各-04033902(D) 有-04013802(V_2) 主張-05099202(Na) 。(PERIODCATEGORY) 受-04011403(VJ) 過-05206002(Di) 嚴格-06764201(VH) 藝術-06559001(Na) 訓練(Na) 的-07023401(DE) 梅樹-04146101(Na) ，(COMMACATEGORY) 有-04013803(P) 一-05224201(Neu) 次-05048202(Nf) ，(COMMACATEGORY) 為-05010302(P) 了-05003602(Di) 指導(VC) 匠師(Na) 雕刻(VC) 石獅子(Na) ，(COMMACATEGORY) 用-04017407(P) 家-06708303(Nc) 裡-04086804(Ncd) 擺設(VC) 的-07023408(DE) 獅子(Na) 為-04012003(VG) 範本(Na) ，(COMMACATEGORY) 親自-04150401(D) 花-06031401(VC) 了-04005201(Di) 兩-06051201(Neu) 個-07011203(Nf) 月-05229205(Na) 的-09002801(DE) 時間-06560103(Na) 鑿成(VG) 初坏(Na) ，(COMMACATEGORY) 再-06774403(D) 請-06532307(VF) 人-05231101(Na) 修-06575305(VC) 光-04033401(Na) ，(COMMACATEGORY) 師傅(Na) 看-04004501(VC) 了-04005201(Di) ，(COMMACATEGORY) 對-04017507(P) 李梅樹(Nb) 的-07023402(DE) 藝術-06559001(Na) 才華-14616301(Na) 心服口服(VI) 。(PERIODCATEGORY) 李梅樹(Nb) 希望-06695301(VK) 祖師廟(Nc) 裡-04086802(Ncd) 鳥獸(Na) 的-07023402(DE) 造型(Na) 不要-05076502(D) 重複-06598301(VC) ，(COMMACATEGORY) 雕刻(VC) 中殿(Nc) 的-07023402(DE) 柱子(Na) 「(PARENTHESISCATEGORY) 百-04080602(Neu) 鳥-05236101(Na) 朝-04015104(VC) 梅-04146002(Na) 」(PARENTHESISCATEGORY) 時-03038501(Ng) ，(COMMACATEGORY) 連-05041404(Cbb) 百科全書(Na) 都-05196901(D) 拿來(VC) 參考-06744001(VC) 。(PERIODCATEGORY) 師傅(Na) 常-07113004(D) 自豪(VH) 的-07023407(DE) 說-05212401(VE) ，(COMMACATEGORY) 廟-06596702(Na) 裡-04086802(Ncd) 所-04084001(D) 雕-09004602(VC) 的-07023408(DE) 鳥獸(Na) 種類-06654001(Na) ，(COMMACATEGORY) 可-08058402(D) 說-05212406(VE) 是-09250101(SHI) 「(PARENTHESISCATEGORY) 有-04013803(V_2) 鳥-05236101(Na) 雕到(VC) 沒-03028101(VJ) 鳥-05236101(Na) ，(COMMACATEGORY) 有-04013803(V_2) 獸-07059601(Na) 雕-09004602(VC) 到-04000709(P) 沒-03028101(VJ) 獸-07059601(Na) 」(PARENTHESISCATEGORY) 了-04005202(T) 。(PERIODCATEGORY) 雕刻(VC) 祖師廟(Nc) 的-07023408(DE) 每-03028201(Nes) 一-05224201(Neu) 根-04083804(Nf) 石柱(Na) ，(COMMACATEGORY) 花費-05064901(VC) 的-07023406(DE) 時間-06560103(Na) 大約-04034001(Da) 需-04037301(VK) 一千(Neu) 個-07011203(Nf) 工作天(Na) ，(COMMACATEGORY) 尤其-05172201(D) 中殿(Nc) 前面-06551001(Ncd) 的-07023408(DE) 六-04082101(Neu) 對-04017507(Nf) 柱子(Na) ，(COMMACATEGORY) 光-05004501(Da) 是-09250101(SHI) 透刻(VH) 的-07023408(DE) 深度(Na) 就-05198313(D) 多達-04135801(VJ) 三-05224301(Neu) 、(PAUSECATEGORY) 四-05076701(Neu) 層-03005004(Nf) ，(COMMACATEGORY) 最為-04045101(Dfa) 精彩(VH) ，(COMMACATEGORY) 倍-06768203(D) 見-08061601(VE) 巧思(Na) 。(PERIODCATEGORY) 為-05010302(P) 求-04118202(VC) 確保-05194202(VE) 工作-06771802(Na) 品質-06773101(Na) ，(COMMACATEGORY) 李梅樹(Nb) 嚴格-06764201(VH) 要求-06639501(VF) 匠師(Na) 住在(VCL) 廟-06596702(Na) 邊-06584404(Ncd) 的-07023408(DE) 工寮(Nc) 裡-04086802(Ncd) 。(PERIODCATEGORY) 參與-06585201(VC) 的-07023402(DE) 師傅(Na) ，(COMMACATEGORY) 多少-03010803(Neqa) 有-04013803(V_2) 些-04045801(Nf) 更换(VC) ，(COMMACATEGORY) 但是-06614201(Cbb) 一-06727304(D) 待-04013701(VC) 三-05224301(Neu) 、(PAUSECATEGORY) 四十(Neu) 年-05229303(Nf) ，(COMMACATEGORY) 在-04015710(P) 木石(Na) 塵屑(Na) 飛揚-04095801(VA) 中-04004618(Ng) ，(COMMACATEGORY) 度過(VCL) 半生(Na) 歲月(Na) 的-07023406(DE) ，(COMMACATEGORY) 也-06774601(D) 大有人在(VH) ，(COMMACATEGORY) 所以-06751401(Cbb) 能-04142902(D) 使-06560202(VL) 三峽-14623701(Nc) 祖師廟(Nc) 擁有-06638301(VJ) 「(PARENTHESISCATEGORY) 東方-06573502(Ncd) 雕刻(Na) 藝術-06559001(Na) 殿堂-05164503(Nc) 」(PARENTHESISCATEGORY) 的-07023402(DE) 美譽(Na) 。(PERIODCATEGORY) 如今(Nd) 半-04081901(Neqa) 個-07011203(Nf) 世紀-06702701(Na) 過去-06627509(Nd) ，(COMMACATEGORY) 原先-03052901(D) 斑剝殘破(VH) 、(PAUSECATEGORY) 老舊-14620901(VH) 不堪-03004003(VK) 的-07023401(DE) 祖師廟(Nc) ，(COMMACATEGORY) 經過-06750002(VCL) 精雕細琢(VH) ，(COMMACATEGORY) 重建(VC) 後-03018210(Ng) 的-07023402(DE) 中殿(Nc) 變-04122603(VH) 得-09003201(DE) 金碧輝煌(VH) 。(PERIODCATEGORY) 同樣-04042901(VH) 三峽-14623701(Nc) 人民-06638901(Na) 心靈-14585301(Na) 的-07023403(DE) 虔誠(VH) 寄託(Nv) ，(COMMACATEGORY) 同樣-04042901(VH) 是-09250101(SHI) 祖師爺(Na) 住-06720901(VCL) 的-07023408(DE) 地方-06722203(Na) ，(COMMACATEGORY) 在-04015706(P) 李梅(Nb) 發願(VK) 保存-06635001(VC) 傳統-06771002(VH) 雕刻(Na) 藝術-06559001(Na) 精神-06639203(Na) 下-05005003(Ng) ，(COMMACATEGORY) 祖師廟(Nc) 又-04000903(D) 多-03010607(VH) 了-05003602(Di) 幾-09251201(Neu) 分-05007209(Nf) 雕刻(Na) 的-09002801(DE) 氣勢(Na) 。(PERIODCATEGORY) 來到(VCL) 三峽-14623701(Nc) 的-07023406(DE) 觀光-06660602(Nv) 人潮-14624301(Na) ，(COMMACATEGORY) 沒有-04001906(D) 不-04002001(D) 到-04000701(VCL) 祖師廟(Nc) 的-07023406(T) ；(SEMICOLONCATEGORY) 而-04000802(Cbb) 遊客-06604001(Na) 的-07023402(DE) 目光(Na) ，(COMMACATEGORY) 也-06774608(D) 沒有-04001905(D) 不-04002001(D) 被-04011801(P) 這-05223501(Nep) 座-05147906(Nf) 藝術-06559007(Na) 殿堂-05164503(Nc) 吸引住(VJ) 的-07023407(T) 。(PERIODCATEGORY) 在-04015710(P) 暮色(Na) 裡-04086802(Ng) ，(COMMACATEGORY) 望-04014201(VC) 著-04005101(Di) 中殿(Nc) 那-04020101(Nep) 根-04083804(Nf) 「(PARENTHESISCATEGORY) 百-04080602(Neu) 鳥-05236101(Na) 朝-04015101(P) 梅-04146002(Na) 」(PARENTHESISCATEGORY) 的-07023408(DE) 石雕(Na) 柱子(Na) ，(COMMACATEGORY) 仿佛(D) 又-04000903(D) 看到-06667501(VE) 李梅樹(Nb) 的-07023402(DE) 身影-14667001(Na) ，(COMMACATEGORY) 像-03046702(VG) 一-05224201(Neu) 株-04145301(Nf) 飄香(VA) 的-07023401(DE) 梅樹-04146101(Na) ，(COMMACATEGORY) 佇立(VA) 在-04015702(P) 晚風(Na) 中-04004605(Ng) 。(PERIODCATEGORY)
