relation_type,source_id,target_id,direction
generic,04160401,pwn_00513974V,forward
has_facet,04160701,0416070101,forward
has_facet,04160701,0416070102,forward
generic,04160701,pwn_00554194V,forward
has_facet,04160702,0416070201,forward
has_facet,04160702,0416070202,forward
generic,04160702,pwn_00430222V,forward
synonym,04160703,0655250101,forward
generic,04160703,pwn_05380350N,forward
synonym,04160703,06552501,forward
hypernym,04160704,pwn_00485595V,forward
has_facet,04160801,0416080101,forward
has_facet,04160801,0416080102,forward
generic,04160801,pwn_00304351A,forward
has_facet,04160802,0416080201,forward
has_facet,04160802,0416080202,forward
generic,04160802,pwn_01770125V,forward
has_facet,04160803,0416080301,forward
has_facet,04160803,0416080302,forward
generic,04160803,pwn_00603511V,forward
has_facet,04160804,0416080401,forward
has_facet,04160804,0416080402,forward
generic,04160804,pwn_00151395V,forward
has_facet,04160805,0416080501,forward
has_facet,04160805,0416080502,forward
synonym,04160901,05121902,forward
synonym,04160901,06644601,forward
synonym,04160901,09112101,forward
generic,04160901,pwn_00644776V,forward
generic,04160902,pwn_00594641V,forward
has_facet,04160903,0416090301,forward
has_facet,04160903,0416090302,forward
generic,04160903,pwn_00571433V,forward
has_facet,04161001,0416100101,forward
has_facet,04161001,0416100102,forward
generic,04161001,pwn_00474291V,forward
generic,04161002,pwn_00472610V,forward
generic,04161003,pwn_04496054N,forward
has_facet,04161004,0416100401,forward
has_facet,04161004,0416100402,forward
generic,04161004,pwn_00472835V,forward
has_facet,04161101,0416110101,forward
has_facet,04161101,0416110102,forward
generic,04161101,pwn_00472976V,forward
varword,04161101,04118101,forward
generic,04161201,pwn_00439577A,forward
synonym,04161301,04038401,forward
synonym,04161301,04041501,forward
synonym,04161301,05002701,forward
synonym,04161301,05123601,forward
synonym,04161301,05143501,forward
synonym,04161301,05168401,forward
synonym,04161301,06751101,forward
generic,04161301,pwn_00030373R,forward
synonym,04161401,05069802,forward
synonym,04161401,07052901,forward
synonym,04161401,07042901,forward
generic,04161401,pwn_00059620R,forward
synonym,04161501,04049901,forward
synonym,04161501,05116801,forward
synonym,04161501,06001601,forward
synonym,04161501,05055502,forward
generic,04161501,pwn_00491414R,forward
generic,04161601,pwn_00491414R,forward
generic,04161701,pwn_00491414R,forward
has_facet,04161801,0416180101,forward
has_facet,04161801,0416180102,forward
generic,04161801,pwn_00362788N,forward
synonym,04162001,04050201,forward
synonym,04162001,06659103,forward
generic,04162001,pwn_00202980R,forward
hypernym,04162201,pwn_01430837V,forward
synonym,04162301,04037001,forward
synonym,04162301,04069402,forward
synonym,04162301,05045701,forward
generic,04162301,pwn_00302394A,forward
synonym,04162401,0413490101,forward
synonym,04162401,04048501,forward
synonym,04162401,05041401,forward
synonym,04162401,06715604,forward
synonym,04162401,06657901,forward
generic,04162401,pwn_01789163V,forward
synonym,04162401,04134901,forward
synonym,04162402,0413490301,forward
synonym,04162402,04134903,forward
synonym,04162501,04052001,forward
synonym,04162501,04051701,forward
synonym,04162501,06568201,forward
generic,04162501,pwn_00504562R,forward
synonym,04162502,04052002,forward
synonym,04162502,04051702,forward
synonym,04162502,05165001,forward
synonym,04162502,06568202,forward
synonym,04162502,06676603,forward
synonym,04162502,06773002,forward
generic,04162502,pwn_00114006R,forward
varword,04162601,04135101,forward
generic,04162701,pwn_06370761N,forward
hypernym,04162701,08031101,forward
hypernym,04162702,06529801,forward
has_facet,04162801,0416280101,forward
has_facet,04162801,0416280102,forward
hyponym,04162801,pwn_06370677N,forward
hypernym,04162802,06529801,forward
generic,04162901,pwn_09963574N,forward
hypernym,04162902,08031101,forward
synonym,04162903,05240402,forward
generic,04162903,pwn_06417679N,forward
hypernym,04162903,13628901,forward
generic,04163001,pwn_09965562N,forward
has_facet,04163002,0416300201,forward
has_facet,04163002,0416300202,forward
hypernym,04163002,08031101,forward
generic,04163101,pwn_09964545N,forward
hypernym,04163102,08031101,forward
nearsynonym,04163201,06577401,forward
nearsynonym,04163201,06675801,forward
nearsynonym,04163201,07106901,forward
nearsynonym,04163201,08011201,forward
synonym,04163201,04078201,forward
generic,04163201,pwn_06311469N,forward
hypernym,04163201,08031101,forward
hypernym,04163202,06505501,forward
hyponym,04163302,pwn_06352396N,forward
generic,04163303,pwn_09982509N,forward
hyponym,04163304,pwn_03152625N,forward
hyponym,04163305,pwn_03488132N,forward
generic,04163401,pwn_03391054N,forward
hypernym,04163401,14586201,forward
synonym,04163501,06780701,forward
hypernym,04163501,pwn_06950891N,forward
synonym,04163502,06780702,forward
hypernym,04163502,pwn_06950891N,forward
hypernym,04163502,06665601,forward
synonym,04163503,05180601,forward
generic,04163503,pwn_09974999N,forward
hyponym,04163504,pwn_06261247N,forward
hyponym,04163505,pwn_02793543N,forward
generic,04163506,pwn_03595967N,forward
hypernym,04163506,14586201,forward
antonym,04163601,07084704,forward
antonym,04163601,05088710,forward
synonym,04163601,0501310401,forward
synonym,04163601,06627403,forward
synonym,04163601,08027304,forward
generic,04163601,pwn_07442529N,forward
synonym,04163601,05013104,forward
hypernym,04163601,05186501,forward
antonym,04163602,07084705,forward
antonym,04163602,07072805,forward
synonym,04163602,05013109,forward
synonym,04163602,07094804,forward
synonym,04163602,06011401,forward
hypernym,04163602,pwn_07258856N,forward
hypernym,04163602,05186501,forward
antonym,04163603,07084701,forward
antonym,04163603,05088707,forward
synonym,04163603,05013106,forward
synonym,04163603,05136401,forward
synonym,04163603,06627401,forward
synonym,04163603,08027301,forward
generic,04163603,pwn_07299261N,forward
hypernym,04163603,05186501,forward
synonym,04163604,07052406,forward
generic,04163604,pwn_07249124N,forward
hypernym,04163701,06694501,forward
hypernym,04163702,pwn_07592357N,forward
hypernym,04163702,05186501,forward
hypernym,04163703,pwn_07592357N,forward
generic,04163704,pwn_07611212N,forward
hypernym,04163704,05231109,forward
hypernym,04163704,06771803,forward
hypernym,04163704,05002601,forward
hypernym,04163705,pwn_07671833N,forward
antonym,04163801,06590501,forward
antonym,04163801,06658701,forward
antonym,04163801,07042701,forward
antonym,04163801,09035501,forward
nearsynonym,04163801,06784101,forward
nearsynonym,04163801,04164401,forward
synonym,04163801,07063001,forward
synonym,04163801,09014302,forward
generic,04163801,pwn_07377907N,forward
hypernym,04163801,05186501,forward
antonym,04163802,06658702,forward
antonym,04163802,06590502,forward
antonym,04163802,07042702,forward
antonym,04163802,09035502,forward
nearsynonym,04163802,06784102,forward
nearsynonym,04163802,04164402,forward
synonym,04163802,07063002,forward
synonym,04163802,09014303,forward
generic,04163802,pwn_07377907N,forward
antonym,04163803,06658703,forward
antonym,04163803,06590503,forward
antonym,04163803,07042703,forward
nearsynonym,04163803,06784103,forward
nearsynonym,04163803,04164403,forward
synonym,04163803,07063003,forward
hypernym,04163803,pwn_07128451N,forward
nearsynonym,04163804,04164404,forward
synonym,04163804,07063004,forward
generic,04163804,pwn_07691951N,forward
nearsynonym,04163805,04164405,forward
generic,04163805,pwn_07389783N,forward
hypernym,04163901,pwn_05499597N,forward
hypernym,04163902,pwn_05499597N,forward
generic,04163903,pwn_05504155N,forward
hypernym,04163903,04153201,forward
synonym,04163904,04062202,forward
generic,04163904,pwn_05016983N,forward
nearsynonym,04163905,pwn_03736278N,forward
has_facet,04164001,0416400101,forward
has_facet,04164001,0416400102,forward
generic,04164001,pwn_00676476V,forward
has_facet,04164002,0416400201,forward
has_facet,04164002,0416400202,forward
hypernym,04164002,pwn_00676476V,forward
has_facet,04164003,0416400301,forward
has_facet,04164003,0416400302,forward
generic,04164003,pwn_01539216V,forward
synonym,04164101,06582501,forward
synonym,04164101,06524301,forward
generic,04164101,pwn_06753779N,forward
synonym,04164102,06524302,forward
synonym,04164103,06758011,forward
synonym,04164103,06613302,forward
synonym,04164103,06582502,forward
synonym,04164103,06524303,forward
generic,04164103,pwn_06079949N,forward
varword,04164103,06758009,forward
hypernym,04164104,pwn_05973080N,forward
synonym,04164105,07034205,forward
synonym,04164105,07029503,forward
synonym,04164105,06524304,forward
nearsynonym,04164105,pwn_10411125N,forward
synonym,04164106,05234302,forward
synonym,04164107,06524305,forward
synonym,04164107,06522501,forward
generic,04164107,pwn_06691078N,forward
synonym,04164108,05100901,forward
generic,04164108,pwn_00109105R,forward
meronym,04164201,04015106,forward
meronym,04164201,04016208,forward
synonym,04164201,04016207,forward
synonym,04164201,04015105,forward
generic,04164201,pwn_05976600N,forward
hypernym,04164201,pwn_05976484N,forward
hyponym,04164201,05157601,forward
hyponym,04164201,06000401,forward
hypernym,04164201,06750401,forward
hyponym,04164201,07003501,forward
hyponym,04164201,07118201,forward
hyponym,04164201,07121201,forward
hyponym,04164201,07121401,forward
hyponym,04164201,07106001,forward
hyponym,04164201,06012001,forward
antonym,04164301,05235901,forward
antonym,04164301,06570001,forward
antonym,04164301,07026901,forward
antonym,04164301,07044102,forward
antonym,04164301,09308601,forward
antonym,04164301,09062701,forward
synonym,04164301,05195601,forward
generic,04164301,pwn_10884278N,forward
holonym,04164301,06560101,forward
synonym,04164302,03036207,forward
generic,04164302,pwn_10876395N,forward
varword,04164302,05225401,forward
varword,04164302,03036205,forward
antonym,04164401,06784101,forward
antonym,04164401,07072401,forward
antonym,04164401,07038401,forward
nearsynonym,04164401,06658701,forward
nearsynonym,04164401,04163801,forward
synonym,04164401,07043501,forward
generic,04164401,pwn_07378459N,forward
hypernym,04164401,05186501,forward
antonym,04164402,06784102,forward
antonym,04164402,07072402,forward
antonym,04164402,07038402,forward
nearsynonym,04164402,06658702,forward
nearsynonym,04164402,04163802,forward
synonym,04164402,07043502,forward
generic,04164402,pwn_07378459N,forward
hypernym,04164402,05186501,forward
antonym,04164403,06784103,forward
antonym,04164403,07072403,forward
antonym,04164403,07038403,forward
nearsynonym,04164403,06658703,forward
nearsynonym,04164403,04163803,forward
synonym,04164403,07043503,forward
hypernym,04164403,pwn_07128451N,forward
varword,04164403,06784102,forward
hypernym,04164403,05186501,forward
nearsynonym,04164404,04163804,forward
synonym,04164404,07043504,forward
synonym,04164404,06605501,forward
synonym,04164404,09022001,forward
generic,04164404,pwn_07291147N,forward
nearsynonym,04164405,04163805,forward
synonym,04164405,06605502,forward
generic,04164405,pwn_07260273N,forward
synonym,04164501,06741803,forward
varword,04164501,04164601,forward
synonym,04164502,05240001,forward
synonym,04164502,06606501,forward
synonym,04164502,05240101,forward
synonym,04164502,07111501,forward
synonym,04164502,06741804,forward
synonym,04164502,08011004,forward
synonym,04164502,08011203,forward
generic,04164502,pwn_06421439N,forward
varword,04164502,04164602,forward
varword,04164503,04164603,forward
hypernym,04164503,06505501,forward
synonym,04164601,06741803,forward
varword,04164601,04164501,forward
hypernym,04164601,06722201,forward
synonym,04164602,05240101,forward
synonym,04164602,06606501,forward
synonym,04164602,05240001,forward
synonym,04164602,07111501,forward
synonym,04164602,06741804,forward
synonym,04164602,08011004,forward
synonym,04164602,08011203,forward
generic,04164602,pwn_06421439N,forward
varword,04164602,04164502,forward
varword,04164603,04164503,forward
hypernym,04164603,06505501,forward
synonym,04164701,07099301,forward
varword,04164701,04075801,forward
hypernym,04164701,06750701,forward
hypernym,04164701,06722201,forward
varword,04164702,04075802,forward
hypernym,04164702,06505501,forward
synonym,04164901,05227008,forward
synonym,04164901,09297703,forward
synonym,04164901,05105803,forward
hypernym,04164901,pwn_01444459V,forward
hypernym,04164902,pwn_01444459V,forward
varword,04164902,07010006,forward
varword,04164902,03054402,forward
varword,04164902,03054502,forward
synonym,04164903,03054402,forward
synonym,04164903,03054502,forward
synonym,04164903,07010006,forward
synonym,04164903,06624502,forward
generic,04164903,pwn_00054559V,forward
varword,04164903,07055401,forward
synonym,04164904,07055402,forward
nearsynonym,04164904,pwn_01785787V,forward
nearsynonym,04165201,pwn_01177316V,forward
synonym,04165301,04123501,forward
synonym,04165301,05013902,forward
synonym,04165301,05058401,forward
synonym,04165301,05098111,forward
synonym,04165301,06664309,forward
synonym,04165301,06556902,forward
generic,04165301,pwn_00466852V,forward
varword,04165301,04165401,forward
synonym,04165302,04123502,forward
synonym,04165302,05013903,forward
synonym,04165302,05058402,forward
generic,04165302,pwn_00465761V,forward
varword,04165302,04165402,forward
varword,04165302,05013902,forward
synonym,04165401,04123501,forward
synonym,04165401,05013902,forward
synonym,04165401,05058401,forward
synonym,04165401,05098111,forward
synonym,04165401,06664309,forward
synonym,04165401,06556902,forward
generic,04165401,pwn_00466852V,forward
varword,04165401,04165301,forward
synonym,04165402,04123502,forward
synonym,04165402,05013903,forward
synonym,04165402,05058402,forward
generic,04165402,pwn_00465761V,forward
varword,04165402,04165302,forward
varword,04165402,05013902,forward
synonym,04165501,04121201,forward
varword,04165501,04165601,forward
synonym,04165502,04121202,forward
synonym,04165502,04165701,forward
generic,04165502,pwn_00466852V,forward
varword,04165502,04165602,forward
synonym,04165601,04121201,forward
varword,04165601,04165501,forward
synonym,04165602,04121202,forward
synonym,04165602,04165701,forward
generic,04165602,pwn_00466852V,forward
varword,04165602,04165502,forward
synonym,04165701,04121202,forward
synonym,04165701,04165502,forward
synonym,04165701,04165602,forward
generic,04165701,pwn_00466852V,forward
generic,04165702,pwn_00465761V,forward
generic,04165801,pwn_00436897V,forward
varword,04165801,09069102,forward
varword,04165801,09069101,forward
synonym,04165901,09004901,forward
synonym,04165901,06556901,forward
generic,04166001,pwn_01489680A,forward
synonym,04166002,04080302,forward
synonym,04166002,09006702,forward
generic,04166002,pwn_00031106R,forward
antonym,04166101,05230703,forward
antonym,04166101,0672890101,forward
antonym,04166101,0930830101,forward
antonym,04166101,07052702,forward
synonym,04166101,04142301,forward
generic,04166101,pwn_00097084R,forward
varword,04166101,09308301,forward
antonym,04166101,06728901,forward
synonym,04166201,04129701,forward
generic,04166201,pwn_00384768V,forward
has_facet,04166301,0416630101,forward
has_facet,04166301,0416630102,forward
varword,04166301,04020601,forward
varword,04166302,04020602,forward
has_facet,04166303,0416630301,forward
has_facet,04166303,0416630302,forward
varword,04166303,04020603,forward
varword,04166303,04080803,forward
varword,04166303,04020601,forward
varword,04166303,06605001,forward
varword,04166303,06690402,forward
varword,04166303,06790502,forward
varword,04166303,05229902,forward
varword,04166303,06661803,forward
hypernym,04166303,06604401,forward
synonym,04166304,04080803,forward
synonym,04166304,05229902,forward
synonym,04166304,06661802,forward
synonym,04166304,06605002,forward
synonym,04166304,04020601,forward
synonym,04166304,06790502,forward
synonym,04166304,06690403,forward
varword,04166304,04020604,forward
generic,04166401,pwn_06491155N,forward
hypernym,04166501,04123402,forward
synonym,05000101,04044801,forward
synonym,05000101,04046101,forward
synonym,05000101,05174701,forward
synonym,05000101,05078601,forward
synonym,05000101,05109908,forward
synonym,05000101,05200901,forward
synonym,05000101,05077301,forward
synonym,05000101,05203401,forward
synonym,05000101,06043005,forward
synonym,05000101,05035214,forward
synonym,05000101,05126001,forward
synonym,05000101,06039501,forward
synonym,05000101,05069707,forward
synonym,05000101,05033901,forward
synonym,05000101,05020301,forward
synonym,05000101,06731506,forward
synonym,05000101,07069804,forward
synonym,05000101,06683806,forward
synonym,05000101,07069612,forward
synonym,05000101,09198203,forward
synonym,05000201,04014004,forward
synonym,05000201,04011901,forward
varword,05000201,04014001,forward
varword,05000201,05011001,forward
synonym,05000202,04014005,forward
synonym,05000202,04013001,forward
synonym,05000202,07021701,forward
synonym,05000202,04011902,forward
varword,05000202,04014001,forward
varword,05000202,05011001,forward
synonym,05000204,04011904,forward
synonym,05000204,04014007,forward
varword,05000204,03059305,forward
varword,05000204,04050801,forward
synonym,05000205,04014008,forward
synonym,05000205,04011905,forward
synonym,05000206,03059305,forward
synonym,05000206,04050801,forward
generic,05000206,pwn_00483024R,forward
hypernym,05000301,pwn_00025612V,forward
generic,05000402,pwn_01725730V,forward
synonym,05000501,08053801,forward
synonym,05000502,08053802,forward
synonym,05000503,08053803,forward
synonym,05000504,08053804,forward
synonym,05000505,08053805,forward
synonym,05000506,08053806,forward
generic,05000601,pwn_00834266V,forward
generic,05000602,pwn_02792702N,forward
hypernym,05000603,06667101,forward
hypernym,05000604,06667101,forward
hypernym,05000605,06667101,forward
hypernym,05000606,06667101,forward
synonym,05000701,0519470101,forward
synonym,05000701,04001101,forward
synonym,05000701,0413770101,forward
synonym,05000701,07071901,forward
generic,05000701,pwn_00487408V,forward
generic,05000701,pwn_01800838V,forward
generic,05000701,pwn_01803556V,forward
synonym,05000701,05194701,forward
synonym,05000701,04137701,forward
synonym,05000702,04017511,forward
generic,05000702,pwn_01713921V,forward
synonym,05000703,04001102,forward
synonym,05000703,04013601,forward
synonym,05000703,04012101,forward
synonym,05000703,09055101,forward
generic,05000703,pwn_00177383R,forward
generic,05000704,pwn_01247815V,forward
generic,05000705,pwn_00479160V,forward
synonym,05000901,04143401,forward
generic,05000901,pwn_10953688N,forward
synonym,05001001,10005701,forward
synonym,05001001,07062404,forward
generic,05001001,pwn_07794689N,forward
varword,05001001,10005601,forward
synonym,05001401,05098601,forward
generic,05001401,pwn_00166462R,forward
synonym,05001402,05098602,forward
synonym,05001403,05098603,forward
synonym,05001404,05098604,forward
antonym,05001405,07009803,forward
synonym,05001405,05097402,forward
generic,05001405,pwn_00268521V,forward
antonym,05001406,07009804,forward
synonym,05001406,05097401,forward
generic,05001406,pwn_02348353A,forward
synonym,05001501,07057306,forward
generic,05001501,pwn_01416151V,forward
has_facet,05001601,0500160101,forward
has_facet,05001601,0500160102,forward
synonym,05001602,04089601,forward
synonym,05001602,04088001,forward
synonym,05001602,04088201,forward
synonym,05001602,05017101,forward
synonym,05001602,04089001,forward
synonym,05001602,05029401,forward
synonym,05001602,04086901,forward
synonym,05001602,05175201,forward
synonym,05001602,05029201,forward
synonym,05001602,05219701,forward
synonym,05001602,05238701,forward
synonym,05001602,04109201,forward
synonym,05001602,07103201,forward
synonym,05001602,09121503,forward
synonym,05001602,09280201,forward
generic,05001701,pwn_00045916R,forward
generic,05001801,pwn_05504155N,forward
hypernym,05001801,04153201,forward
generic,05001901,pwn_00117308A,forward
antonym,05002001,0516620101,forward
antonym,05002001,06031001,forward
antonym,05002001,05227209,forward
antonym,05002001,07103501,forward
synonym,05002001,05227106,forward
generic,05002001,pwn_01587804A,forward
antonym,05002001,05166201,forward
synonym,05002101,06750001,forward
generic,05002101,pwn_01401176V,forward
synonym,05002102,0665440101,forward
synonym,05002102,06750002,forward
synonym,05002102,07067501,forward
synonym,05002102,07050902,forward
synonym,05002102,09196402,forward
synonym,05002102,06586001,forward
generic,05002102,pwn_01444597V,forward
synonym,05002102,06654401,forward
antonym,05002103,05058903,forward
synonym,05002103,03023901,forward
synonym,05002103,06600701,forward
generic,05002103,pwn_00450535V,forward
synonym,05002104,06750003,forward
generic,05002104,pwn_01418612V,forward
synonym,05002105,04015202,forward
synonym,05002105,05109904,forward
synonym,05002105,06750004,forward
synonym,05002106,04015201,forward
has_facet,05002301,0500230101,forward
has_facet,05002301,0500230102,forward
hyponym,05002301,pwn_03990394N,forward
hyponym,05002301,pwn_03983517N,forward
generic,05002302,pwn_09759561N,forward
synonym,05002303,06626902,forward
generic,05002303,pwn_04597590N,forward
synonym,05002304,06626903,forward
generic,05002304,pwn_06051206N,forward
varword,05002304,05002304,forward
nearsynonym,05002305,08027601,forward
nearsynonym,05002305,06650701,forward
nearsynonym,05002305,06789602,forward
nearsynonym,05002305,06537802,forward
nearsynonym,05002305,06612707,forward
hypernym,05002305,pwn_04597590N,forward
generic,05002306,pwn_05462231N,forward
generic,05002307,pwn_00033931R,forward
synonym,05002401,07047902,forward
generic,05002401,pwn_00909621V,forward
generic,05002501,pwn_02296701N,forward
hypernym,05002501,09143403,forward
synonym,05002601,06771803,forward
synonym,05002601,05145006,forward
synonym,05002601,06703101,forward
synonym,05002601,07029702,forward
hyponym,05002601,05161301,forward
hyponym,05002601,05161001,forward
hyponym,05002601,06792101,forward
hyponym,05002601,06663201,forward
hyponym,05002601,06664001,forward
hyponym,05002601,06665001,forward
hyponym,05002601,07087204,forward
hyponym,05002601,06655501,forward
hyponym,05002601,06667701,forward
hyponym,05002601,06606001,forward
hypernym,05002601,06760004,forward
hyponym,05002601,06633401,forward
hyponym,05002601,03030703,forward
hyponym,05002601,04147401,forward
hyponym,05002601,03022802,forward
hyponym,05002601,04066902,forward
hyponym,05002601,04147301,forward
hyponym,05002601,04147501,forward
hyponym,05002601,04163704,forward
hyponym,05002601,03029502,forward
hyponym,05002601,08013601,forward
antonym,05002603,05140102,forward
synonym,05002701,04038401,forward
synonym,05002701,04161301,forward
synonym,05002701,04041501,forward
synonym,05002701,05123601,forward
synonym,05002701,05143501,forward
synonym,05002701,05168401,forward
synonym,05002701,06751101,forward
generic,05002701,pwn_00030373R,forward
generic,05002702,pwn_00016468R,forward
synonym,05002703,06774403,forward
generic,05002703,pwn_00016274R,forward
generic,05002704,pwn_00039324R,forward
synonym,05002705,05168402,forward
synonym,05002705,05123602,forward
generic,05002705,pwn_00026998R,forward
generic,05002706,pwn_00026875R,forward
generic,05002801,pwn_00140819R,forward
synonym,05002901,0515620101,forward
synonym,05002901,09289301,forward
generic,05002901,pwn_01866915V,forward
synonym,05002901,05156201,forward
synonym,05002902,0515620201,forward
synonym,05002902,09289302,forward
generic,05002902,pwn_01798819V,forward
synonym,05002902,05156202,forward
synonym,05002903,06635003,forward
synonym,05002904,03039322,forward
synonym,05002904,05129402,forward
synonym,05002904,05066201,forward
synonym,05002904,06005706,forward
synonym,05002904,06757303,forward
synonym,05002904,07007505,forward
synonym,05002904,06661701,forward
synonym,05002904,06635006,forward
synonym,05002904,06651509,forward
synonym,05002904,08052003,forward
generic,05002904,pwn_00408232V,forward
varword,05002904,03039321,forward
synonym,05002905,06602102,forward
hypernym,05002905,pwn_01560664V,forward
hypernym,05002906,pwn_01864132V,forward
hyponym,05002906,pwn_00540576V,forward
generic,05002907,pwn_01865371V,forward
generic,05002908,pwn_01641581V,forward
synonym,05002909,0668710101,forward
synonym,05002909,06648908,forward
synonym,05002909,06687101,forward
synonym,05002910,06702007,forward
synonym,05002910,09152305,forward
hypernym,05002910,pwn_00063646V,forward
varword,05002910,06687101,forward
hyponym,05003001,07000901,forward
hyponym,05003001,07015001,forward
generic,05003001,pwn_01016822V,forward
hypernym,05003001,06677901,forward
synonym,05003002,07000902,forward
synonym,05003002,07015002,forward
generic,05003002,pwn_01842620V,forward
generic,05003003,pwn_05997364N,forward
generic,05003004,pwn_01080919V,forward
synonym,05003101,04116701,forward
synonym,05003101,05176201,forward
synonym,05003101,06723001,forward
generic,05003101,pwn_00568049V,forward
has_facet,05003201,0500320101,forward
has_facet,05003201,0500320102,forward
generic,05003201,pwn_00652168V,forward
synonym,05003202,05005302,forward
nearsynonym,05003202,pwn_04729537N,forward
hyponym,05003203,pwn_00606523V,forward
synonym,05003204,05005304,forward
synonym,05003204,05212408,forward
synonym,05003204,05214107,forward
nearsynonym,05003204,pwn_00560756V,forward
nearsynonym,05003205,pwn_00520277V,forward
nearsynonym,05003206,pwn_00471542V,forward
generic,05003207,pwn_00448230V,forward
synonym,05003301,05040101,forward
synonym,05003501,07046707,forward
synonym,05003501,09266101,forward
synonym,05003701,05051303,forward
synonym,05003701,05043701,forward
synonym,05003701,05113601,forward
synonym,05003701,0668541201,forward
synonym,05003701,0703680101,forward
synonym,05003701,07101508,forward
synonym,05003701,06541709,forward
synonym,05003701,0655910101,forward
synonym,05003701,0674630101,forward
synonym,05003701,06664803,forward
varword,05003701,09201101,forward
varword,05003701,06746301,forward
synonym,05003701,06685412,forward
synonym,05003701,07036801,forward
synonym,05003701,06559101,forward
nearsynonym,05003801,06554305,forward
synonym,05004102,07063303,forward
has_facet,05004201,0500420101,forward
has_facet,05004201,0500420102,forward
has_facet,05004301,0500430101,forward
has_facet,05004301,0500430102,forward
synonym,05004401,05017303,forward
synonym,05004401,06760706,forward
synonym,05004401,06517327,forward
synonym,05004402,09026103,forward
synonym,05004402,09006002,forward
synonym,05004403,06517329,forward
synonym,05004403,07075108,forward
antonym,05004501,04031001,forward
antonym,05004501,04033601,forward
antonym,05004501,04031301,forward
antonym,05004501,05007501,forward
antonym,05004501,04029801,forward
antonym,05004501,04031901,forward
synonym,05004501,06723902,forward
synonym,05004501,04030801,forward
synonym,05004501,05017306,forward
synonym,05004501,04034302,forward
synonym,05004501,04033002,forward
varword,05004501,0672390101,forward
antonym,05004701,0510040101,forward
antonym,05004701,04034802,forward
antonym,05004701,0676490101,forward
synonym,05004701,07066301,forward
synonym,05004701,06709904,forward
generic,05004701,pwn_02343098A,forward
antonym,05004701,05100401,forward
antonym,05004701,06764901,forward
antonym,05004702,05100403,forward
synonym,05004702,07066302,forward
synonym,05004702,07047202,forward
generic,05004702,pwn_01067907A,forward
antonym,05004703,05100404,forward
synonym,05004703,07066303,forward
synonym,05004703,07047203,forward
nearsynonym,05004703,pwn_01068914A,forward
antonym,05004704,05100405,forward
synonym,05004704,07066304,forward
synonym,05004704,07047204,forward
hyponym,05004704,pwn_01517836A,forward
hyponym,05004704,pwn_00116264A,forward
hyponym,05004704,pwn_01620591A,forward
antonym,05004705,05100406,forward
antonym,05004705,06764902,forward
synonym,05004705,07066305,forward
generic,05004705,pwn_01846462A,forward
antonym,05004706,05100407,forward
synonym,05004706,07066306,forward
hypernym,05004706,pwn_01069737A,forward
antonym,05004707,0510040801,forward
generic,05004707,pwn_01873142A,forward
antonym,05004707,05100408,forward
antonym,05004708,0510041101,forward
generic,05004708,pwn_02095621A,forward
antonym,05004708,05100411,forward
antonym,05004709,05100412,forward
generic,05004709,pwn_02045053A,forward
antonym,05004710,05100415,forward
generic,05004710,pwn_01764782A,forward
antonym,05004711,05100416,forward
synonym,05004711,07066307,forward
synonym,05004713,04015801,forward
nearsynonym,05004901,07102801,forward
nearsynonym,05004901,08052201,forward
nearsynonym,05004901,08052301,forward
nearsynonym,05004901,06559201,forward
nearsynonym,05004901,08019101,forward
synonym,05004901,04081301,forward
nearsynonym,05004902,07102802,forward
nearsynonym,05004902,08052201,forward
nearsynonym,05004902,08052301,forward
nearsynonym,05004902,06559201,forward
synonym,05004902,04081301,forward
has_facet,05005301,0500530101,forward
has_facet,05005301,0500530102,forward
generic,05005301,pwn_00652168V,forward
synonym,05005302,05003202,forward
nearsynonym,05005302,pwn_04729537N,forward
hypernym,05005302,06579401,forward
synonym,05005303,05003203,forward
hyponym,05005303,pwn_00606523V,forward
synonym,05005304,05003204,forward
synonym,05005304,05212408,forward
synonym,05005304,05214107,forward
nearsynonym,05005304,pwn_00560756V,forward
synonym,05005305,05003205,forward
nearsynonym,05005305,pwn_00520277V,forward
synonym,05005306,05003207,forward
generic,05005306,pwn_00448230V,forward
has_facet,05005307,0500530701,forward
has_facet,05005307,0500530702,forward
hypernym,05005307,pwn_00563537V,forward
synonym,05005308,05209002,forward
nearsynonym,05005308,pwn_05406019N,forward
hypernym,05005501,04123402,forward
synonym,05005701,04073701,forward
hypernym,05006101,04123402,forward
nearsynonym,05006601,06777301,forward
nearsynonym,05006601,07110001,forward
nearsynonym,05006601,07116101,forward
nearsynonym,05006601,06032701,forward
nearsynonym,05006601,06027401,forward
nearsynonym,05006601,05006601,forward
has_facet,05006701,0500670101,forward
has_facet,05006701,0500670102,forward
synonym,05006901,04051406,forward
synonym,05007004,03016002,forward
synonym,05007004,05126801,forward
synonym,05007004,09260601,forward
synonym,05007004,05166211,forward
synonym,05007004,05172901,forward
synonym,05007004,05216701,forward
synonym,05007004,05172306,forward
synonym,05007004,06045001,forward
synonym,05007004,06617205,forward
synonym,05007004,06663313,forward
synonym,05007004,07031106,forward
synonym,05007004,06640302,forward
synonym,05007004,06625002,forward
synonym,05007004,08014701,forward
synonym,05007004,06710214,forward
synonym,05007004,07076510,forward
synonym,05007004,06702812,forward
synonym,05007004,06570201,forward
synonym,05007201,03013001,forward
synonym,05007202,03013002,forward
synonym,05007208,04146501,forward
